student,question,explanationText,score,upvotes,downvotes,postTimeStamp
49,25,"为什么只有C是对的
BC做完运算后也没有赋值啊",0,0,0,2017-03-26 10:49:52.777967+00:00
49,25,,0,0,0,2017-03-26 10:48:55.808460+00:00
49,25,,0,0,0,2017-03-26 10:47:50.321475+00:00
49,27,,0,0,0,2017-03-26 10:20:26.310761+00:00
49,20,"A：‘&amp;amp;amp;’ 字符常量单引号里只能放一个字符
      8.9e 实型常量的的指数形式E e前比有数字，后必为整数
      0f 整型常量中0_为八进制数，八进制数中没有字符f
B：“a” 字符常量表示形式为单引号
       3.9E-2.5 错误同上上上
C：0a 错误同上上上
纯手打 求点赞【没法点啊啊
       
",0,0,0,2017-03-26 04:27:19.078092+00:00
49,20,,0,0,0,2017-03-25 09:06:49.968529+00:00
51,24,完全不懂...,0,0,0,2017-03-24 10:24:56.515704+00:00
51,24,"
",0,0,0,2017-03-24 10:21:57.573767+00:00
51,25,y+1并没有给y赋值 所以y还是等于6,0,0,0,2017-03-24 10:20:24.685959+00:00
70,25,,0,0,0,2017-03-24 09:17:51.245765+00:00
41,24,"不懂，amp是什么？
",0,0,0,2017-03-23 09:10:38.175385+00:00
41,19,我是怎么蒙对的?,0,0,0,2017-03-23 09:08:41.334038+00:00
41,24,a,0,0,0,2017-03-23 08:59:34.790090+00:00
63,24,  ,0,0,0,2017-03-23 08:16:16.587635+00:00
63,19,"  
",0,0,0,2017-03-23 08:13:00.363694+00:00
44,23,结果输出了一下c2真的是问号，为什么呀不应该有对应符号的吗？,0,0,0,2017-03-23 08:10:02.259753+00:00
44,23,麻袋麻袋，197输出不应该是那个十字形吗为啥是无法确定啊，还是说无法确定指的是不查表就不知道是啥？只要超出字母范畴就无法确定？,0,0,0,2017-03-23 08:05:44.646857+00:00
57,24,,0,0,0,2017-03-23 08:04:27.722134+00:00
57,24,,0,0,0,2017-03-23 08:04:24.303093+00:00
63,23,  ,0,0,0,2017-03-23 08:02:22.037451+00:00
83,22,a被第二次赋值以后，值为-30，不是6,0,0,0,2017-03-23 07:58:08.343435+00:00
57,23,,0,0,0,2017-03-23 07:55:50.806568+00:00
79,23,,0,0,0,2017-03-23 07:55:47.909568+00:00
44,23,字符是几位来着,0,0,0,2017-03-23 07:54:04.077210+00:00
79,22,,0,0,0,2017-03-23 07:53:51.301395+00:00
58,20,,0,0,0,2017-03-23 07:51:53.954858+00:00
44,22,从右往左算,0,0,0,2017-03-23 07:51:51.044156+00:00
79,21,,0,0,0,2017-03-23 07:51:37.969680+00:00
83,22,,0,0,0,2017-03-23 07:51:33.450606+00:00
44,22,混乱,0,0,0,2017-03-23 07:50:49.404755+00:00
69,23,,0,0,0,2017-03-23 07:50:14.099463+00:00
83,20,,0,0,0,2017-03-23 07:50:12.821190+00:00
63,21,  ,0,0,0,2017-03-23 07:49:29.741741+00:00
83,18,,0,0,0,2017-03-23 07:49:06.575173+00:00
79,19,,0,0,0,2017-03-23 07:48:59.426080+00:00
57,22,,0,0,0,2017-03-23 07:48:09.158096+00:00
83,21,然而7.2取7就只能算出2.750000了，所以难道取8？,0,0,0,2017-03-23 07:48:06.572635+00:00
79,20,,0,0,0,2017-03-23 07:47:26.644514+00:00
11,19,还是不会做这种题。。。,0,0,0,2017-03-23 07:46:53.387468+00:00
11,20,不明白其它选项错在哪里。。,0,0,0,2017-03-23 07:45:59.724869+00:00
67,23,,0,0,0,2017-03-23 07:45:55.131190+00:00
63,22,？？,0,0,0,2017-03-23 07:45:32.710191+00:00
79,18,,0,0,0,2017-03-23 07:45:13.841897+00:00
11,18,刚开始不是很能灵活运用运算规则，错了三遍之后，会了orz,0,0,0,2017-03-23 07:45:06.980200+00:00
79,24,,0,0,0,2017-03-23 07:44:47.431075+00:00
79,11,,0,0,0,2017-03-23 07:44:39.102092+00:00
30,22,,0,0,0,2017-03-23 07:43:57.861634+00:00
31,23,为什么C2输出是-59？,0,0,0,2017-03-23 07:43:18.870563+00:00
11,22,这道题出的好  ！,0,0,0,2017-03-23 07:42:15.950810+00:00
11,24,不太懂amp，求大神解答,0,0,0,2017-03-23 07:41:07.155858+00:00
67,22,,0,0,0,2017-03-23 07:40:34.349881+00:00
69,19,,0,0,0,2017-03-23 07:40:30.278745+00:00
69,24,,0,0,0,2017-03-23 07:38:48.803337+00:00
31,22,根本不会做，运算顺序是怎样的阿？,0,0,0,2017-03-23 07:38:27.726189+00:00
63,20,e或者E之后必须为整数！,0,0,0,2017-03-23 07:38:06.494937+00:00
73,22,为什么连续赋值运算要从右往左算呢？ 在百度上查的有两种运算方式，其中有一种无论如何结果都是等于0，解释如下：连续赋值运算，计算顺序是自右至左的。所以 a+=a-=a*=a计算顺序是1 a*=a;2 a-=a;3 a+=a;也就是1 a=a*a;2 a=a-a;3 a=a+a;可以看到，无论a值是多少，第一步的结果是多少，到第二步的时候，a的值都会是0.所以最终结果，也就是第三步的结果，仍为0。最终a为0。 望老师解答，谢谢！,0,0,0,2017-03-23 07:38:06.013646+00:00
30,18,,0,0,0,2017-03-23 07:37:44.601797+00:00
44,21,7.2的四舍五入就是7啊哥们儿,0,0,0,2017-03-23 07:36:48.484848+00:00
83,21,7.2化为整形是7，不是8,0,0,0,2017-03-23 07:36:48.020697+00:00
30,20,？？？,0,0,0,2017-03-23 07:36:47.696635+00:00
69,21,,0,0,0,2017-03-23 07:35:35.492494+00:00
83,21,,0,0,0,2017-03-23 07:33:26.089808+00:00
30,20,,0,0,0,2017-03-23 07:31:22.393250+00:00
31,20,这道题该怎么做呀？,0,0,0,2017-03-23 07:30:19.568134+00:00
67,21,,0,0,0,2017-03-23 07:29:56.661952+00:00
31,19,不会做呀,0,0,0,2017-03-23 07:29:20.627533+00:00
30,23,,0,0,0,2017-03-23 07:28:32.727199+00:00
44,19,,0,0,0,2017-03-23 07:27:39.606970+00:00
57,20,,0,0,0,2017-03-23 07:27:03.999253+00:00
67,20,,0,0,0,2017-03-23 07:26:46.618371+00:00
67,20,,0,0,0,2017-03-23 07:26:41.577713+00:00
30,24,,0,0,0,2017-03-23 07:26:40.791729+00:00
87,20,"1
",0,0,0,2017-03-23 07:21:52.411872+00:00
57,18,,0,0,0,2017-03-23 07:21:03.368203+00:00
68,22,,0,0,0,2017-03-22 12:48:45.269532+00:00
51,23,不确定是因为197超过了127的上限 所以没有对应的符号,0,0,0,2017-03-22 12:46:27.862128+00:00
68,23,,0,0,0,2017-03-22 12:43:31.335653+00:00
32,19,？,0,0,0,2017-03-22 12:42:33.433780+00:00
51,23,,0,0,0,2017-03-22 12:41:55.924704+00:00
51,23,"简单的算法就是:
197-256=-59",0,0,0,2017-03-22 12:41:49.610750+00:00
51,23,"考点一：char 类型变量里面存的是字符的ASCII编码，是10进制数值。占1个字节，无符号整形的。所以表示的范围是0-255.而char换成int形的时候要考虑数的正负数问题。
考点二：负数的补码:【负数的补码是对其原码逐位取反，但符号位除外；然后整个数加1。】
那么我们反着回去：
197对应的二进制是：11000101，不看符号位。减1=11000100，然后除符号位全部取反=10111011，第一位1表示负数，后面的0111011写成10进制等于32+16+8+2+1=59，所以中和起来就是-59",0,0,0,2017-03-22 12:41:27.610141+00:00
32,20,？？,0,0,0,2017-03-22 12:40:14.299755+00:00
32,23,不懂为什么第二个c2=—59，也不懂为什么无法确定。,0,0,0,2017-03-22 12:36:18.940447+00:00
51,23,为什么是-59？,0,0,0,2017-03-22 12:33:30.487902+00:00
70,22,,0,0,0,2017-03-22 07:55:35.430567+00:00
70,21,,0,0,0,2017-03-22 07:54:20.781357+00:00
70,23,,0,0,0,2017-03-22 07:44:40.908770+00:00
51,22,"注意应该从后面往前面算，即a=a+（a=a-a*a）,代入6得，a=a-30，此时a=-30，再代入得a=-60",0,0,0,2017-03-21 09:19:03.546547+00:00
51,21,7.2强制化为整型数是8而不是7,0,0,0,2017-03-21 09:16:42.897200+00:00
53,22,"a-=a*a即为a=a-a*a=6-6*6=-30
a+=a即为a=a+a=-60",0,0,0,2017-03-21 08:23:50.091464+00:00
53,18,当各种类型的变量混合运算的时候，最后得到的数值的数据类型与之前类型中字节数最多的保持一致,0,0,0,2017-03-21 08:07:09.089548+00:00
53,17,double定义双精度实型变量,0,0,0,2017-03-21 08:05:08.794185+00:00
81,19,,0,0,0,2017-03-20 12:30:39.707734+00:00
81,21,注意运算优先级，还有取值,0,0,0,2017-03-20 10:05:38.021765+00:00
49,19,,0,0,0,2017-03-19 13:46:13.684179+00:00
74,20,,0,0,0,2017-03-19 11:01:24.952222+00:00
33,20,,0,0,0,2017-03-19 07:33:27.373764+00:00
33,19,,0,0,0,2017-03-19 07:20:21.879178+00:00
70,20,,0,0,0,2017-03-19 05:34:37.164044+00:00
32,15,float 在这里是变量名吗？为什么是整型表达式呢？,0,0,0,2017-03-17 10:52:43.246290+00:00
81,7,Interesting.,0,0,0,2017-03-16 09:02:40.608374+00:00
83,16,,0,0,0,2017-03-16 08:26:07.515031+00:00
83,15,,0,0,0,2017-03-16 08:25:22.553272+00:00
83,14,,0,0,0,2017-03-16 08:23:43.232534+00:00
83,13,short2int4chart1,0,0,0,2017-03-16 08:22:16.312784+00:00
83,11,"这个分号一定不能遗漏
",0,0,0,2017-03-16 08:20:06.666586+00:00
44,16,好蓝啊,0,0,0,2017-03-16 08:18:36.293232+00:00
44,17,iwannahaveatry,0,0,0,2017-03-16 08:18:02.924958+00:00
44,17,发一个试试,0,0,0,2017-03-16 08:17:13.603722+00:00
83,10,函数体  需要用大括号括起来,0,0,0,2017-03-16 08:16:49.684691+00:00
83,10,,0,0,0,2017-03-16 08:16:13.082903+00:00
83,9,,0,0,0,2017-03-16 08:13:14.167034+00:00
83,9,,0,0,0,2017-03-16 08:12:07.842280+00:00
83,8,,0,0,0,2017-03-16 08:09:05.940644+00:00
87,17,1,0,0,0,2017-03-16 07:58:49.228470+00:00
57,13,,0,0,0,2017-03-16 07:48:59.883731+00:00
30,13,,0,0,0,2017-03-16 07:41:54.438860+00:00
30,15,,0,0,0,2017-03-16 07:39:48.178272+00:00
57,14,"
",0,0,0,2017-03-16 07:39:12.672862+00:00
41,17,终于做对了一个,0,0,0,2017-03-16 07:39:11.857505+00:00
30,14,,0,0,0,2017-03-16 07:39:01.199867+00:00
41,15,我觉得这应该是一个函数调用阿?不知道为什么是整形表达式.,0,0,0,2017-03-16 07:37:52.328146+00:00
41,15,"why?
",0,0,0,2017-03-16 07:36:51.619264+00:00
57,15,,0,0,0,2017-03-16 07:36:26.163055+00:00
57,10,,0,0,0,2017-03-16 07:30:58.734065+00:00
57,8,只要打分号就可以写很多条语句哟~,0,0,0,2017-03-16 07:29:29.723408+00:00
79,17,,0,0,0,2017-03-16 07:24:53.329346+00:00
79,17,,0,0,0,2017-03-16 07:23:59.942299+00:00
29,16,明明还没讲qaq,0,0,0,2017-03-16 06:13:36.485184+00:00
53,15,sizeof(float)是一个整形表达式吗？不是很懂，我认为这应该是一个计算floa类型数据占用内存字节数的函数调用。希望老师讲解一下,0,0,0,2017-03-14 15:24:16.228976+00:00
81,14,,0,0,0,2017-03-14 13:08:07.771459+00:00
56,12,,0,0,0,2017-03-14 12:04:03.567049+00:00
4,14,,0,0,0,2017-03-14 11:48:47.251971+00:00
72,13,,0,0,0,2017-03-14 08:21:34.913056+00:00
72,12,C语言的标识符由数字、字母、下划线三部分构成，并且第一个字符必须是字母或者下划线。,0,0,0,2017-03-14 08:18:47.919947+00:00
53,12,标识符的第一个字符是字母或下划线，或下划线，或下划线,0,0,0,2017-03-13 14:18:51.132427+00:00
53,14,正确的字符常量应该在相应的字符两边使用单引号‘’,0,0,0,2017-03-13 14:14:20.305679+00:00
53,13,一般情况下，char类型数据在内存中占用2字节，short类型数据占用2字节，而int类型数据占用2或4字节，这些均由所用机器的机器字长决定。,0,0,0,2017-03-12 14:49:59.340468+00:00
53,11,每条语句结束后需要使用);来结尾,0,0,0,2017-03-11 01:23:48.945999+00:00
49,11,,0,0,0,2017-03-11 00:57:36.246458+00:00
29,10,,0,0,0,2017-03-10 02:53:36.431576+00:00
53,9,Word明显不是C程序编译的环境,0,0,0,2017-03-09 07:47:03.341060+00:00
53,8,C语言本身没有输入输出语句，使用时是从函数库中调用。注释中的内容不会进入编译过程，编译过程自然也就不会发现其中的错误。main函数不必位于程序最前面，但是不论位于哪里，都会优先执行。C程序中的每行写多少条语句任意。,0,0,0,2017-03-09 07:46:03.221383+00:00
67,9,,0,0,0,2017-03-09 07:45:10.985173+00:00
70,10, ,0,0,0,2017-03-09 07:44:07.469798+00:00
49,10,换个浏览器就能做题了,0,0,0,2017-03-09 07:41:58.102915+00:00
41,10,B,0,0,0,2017-03-09 07:41:06.172909+00:00
53,7,一个程序的执行从main函数开始从main函数结束，但是中间执行到其它函数时将会暂时跳出主函数，执行完毕后再返回主函数。,0,0,0,2017-03-09 07:40:49.746453+00:00
31,8,,0,0,0,2017-03-09 07:40:12.491525+00:00
53,10,函数体需要使用{}括起来,0,0,0,2017-03-09 07:35:21.742386+00:00
49,10,,0,0,0,2017-03-09 07:35:06.859397+00:00
62,9,,0,0,0,2017-03-09 07:30:39.956584+00:00
27,10,发一个试试…,0,0,0,2017-03-09 07:29:39.959261+00:00
27,10,,0,0,0,2017-03-09 07:24:14.171183+00:00
49,9,,0,0,0,2017-03-09 04:28:26.690842+00:00
49,9,,0,0,0,2017-03-09 04:28:08.466167+00:00
