学生序号,题号,Activity时间,Answer时间,Notes时间,AA时间差,NA时间差,最终时间差
74,107,2017-6-10 13:34:37,2017-06-10 13:34:48,,11,0,11
25,99,2017-6-6 06:50:45,2017-06-06 06:55:02,2017-06-06 06:55:14,257,269,269
25,101,2017-6-6 06:47:49,2017-06-06 06:50:12,,143,0,143
25,104,2017-6-10 08:48:02,2017-06-10 08:54:49,,407,0,407
25,106,2017-6-10 08:56:08,2017-06-10 08:56:36,,28,0,28
25,102,2017-6-10 08:46:05,2017-06-10 08:47:21,2017-06-10 08:46:05,76,0,76
25,107,2017-6-10 08:40:47,2017-06-10 08:41:23,,36,0,36
13,107,2017-6-10 07:28:45,2017-06-10 07:29:14,2017-06-10 07:29:20,29,35,35
13,106,2017-6-10 07:28:03,2017-06-10 07:28:44,,41,0,41
35,106,2017-6-10 06:17:18,2017-06-10 06:17:33,,15,0,15
35,104,2017-6-8 07:49:36,2017-06-08 07:58:07,,511,0,511
8,93,2017-6-9 17:36:04,2017-06-09 17:37:14,,70,0,70
8,92,2017-6-9 17:34:34,2017-06-09 17:34:58,,24,0,24
8,91,2017-6-9 17:25:01,2017-06-09 17:32:16,,435,0,435
8,102,2017-6-9 17:23:41,2017-06-09 17:24:34,,53,0,53
8,106,2017-6-9 17:23:20,2017-06-09 17:23:29,,9,0,9
8,101,2017-6-9 17:19:50,2017-06-09 17:20:56,,66,0,66
8,101,2017-6-9 17:21:03,2017-06-09 17:21:40,2017-06-09 17:21:03,37,0,37
8,100,2017-6-9 17:19:14,2017-06-09 17:19:36,,22,0,22
8,99,2017-6-9 17:13:10,2017-06-09 17:19:01,,351,0,351
8,98,2017-6-9 17:12:23,2017-06-09 17:12:55,2017-06-09 17:12:23,32,0,32
20,106,2017-6-9 14:40:31,2017-06-09 14:40:44,,13,0,13
29,91,2017-6-9 14:36:12,2017-06-09 14:36:38,,26,0,26
29,90,2017-6-9 14:35:51,2017-06-09 14:36:02,,11,0,11
29,89,2017-6-9 14:34:33,2017-06-09 14:34:55,,22,0,22
29,88,2017-6-9 14:32:02,2017-06-09 14:32:50,,48,0,48
29,87,2017-6-9 14:31:44,2017-06-09 14:31:46,,2,0,2
29,86,2017-6-9 14:30:51,2017-06-09 14:31:35,,44,0,44
29,85,2017-6-9 14:30:32,2017-06-09 14:30:43,,11,0,11
29,84,2017-6-9 14:28:24,2017-06-09 14:30:04,,100,0,100
29,83,2017-6-9 14:27:36,2017-06-09 14:28:19,,43,0,43
29,82,2017-6-9 14:25:32,2017-06-09 14:27:31,,119,0,119
29,81,2017-6-9 14:20:10,2017-06-09 14:25:02,,292,0,292
29,79,2017-6-9 14:19:46,2017-06-09 14:20:05,,19,0,19
29,78,2017-6-9 14:19:31,2017-06-09 14:19:38,,7,0,7
29,77,2017-6-9 14:18:08,2017-06-09 14:19:26,,78,0,78
29,76,2017-6-9 14:17:04,2017-06-09 14:18:02,,58,0,58
29,75,2017-6-9 14:16:47,2017-06-09 14:16:58,,11,0,11
29,74,2017-6-9 14:16:21,2017-06-09 14:16:34,,13,0,13
29,73,2017-6-9 14:16:03,2017-06-09 14:16:13,,10,0,10
29,72,2017-6-9 14:15:34,2017-06-09 14:15:55,,21,0,21
29,71,2017-6-9 14:15:13,2017-06-09 14:15:28,,15,0,15
29,70,2017-6-9 14:14:28,2017-06-09 14:15:04,,36,0,36
53,106,2017-6-9 12:47:38,2017-06-09 12:47:56,,18,0,18
51,99,2017-6-8 17:20:29,2017-06-08 17:21:07,,38,0,38
51,104,2017-6-8 17:13:36,2017-06-08 17:15:32,,116,0,116
51,100,2017-6-8 17:20:10,2017-06-08 17:20:22,,12,0,12
51,101,2017-6-8 17:18:53,2017-06-08 17:19:47,,54,0,54
51,102,2017-6-8 17:16:54,2017-06-08 17:18:07,,73,0,73
51,103,2017-6-8 17:15:37,2017-06-08 17:16:34,,57,0,57
51,103,2017-6-8 17:16:35,2017-06-08 17:16:46,2017-06-08 17:16:35,11,0,11
81,104,2017-6-8 08:20:05,2017-06-08 08:21:01,2017-06-08 08:20:05,56,0,56
74,104,2017-6-8 07:41:28,2017-06-08 07:43:05,,97,0,97
74,104,2017-6-8 07:56:38,2017-06-08 07:56:47,,9,0,9
74,104,2017-6-8 07:57:02,2017-06-08 07:57:20,,18,0,18
44,104,2017-6-8 12:15:57,2017-06-08 12:17:08,,71,0,71
44,103,2017-6-8 12:14:41,2017-06-08 12:15:05,,24,0,24
44,103,2017-6-8 12:15:44,2017-06-08 12:15:56,2017-06-08 12:15:44,12,0,12
44,102,2017-6-8 12:13:31,2017-06-08 12:13:59,,28,0,28
44,101,2017-6-8 12:12:53,2017-06-08 12:13:23,,30,0,30
44,100,2017-6-8 12:12:02,2017-06-08 12:12:41,,39,0,39
44,99,2017-6-8 12:08:17,2017-06-08 12:10:52,,155,0,155
44,99,2017-6-8 12:10:54,2017-06-08 12:11:42,2017-06-08 12:10:54,48,0,48
44,98,2017-6-8 12:07:13,2017-06-08 12:07:59,,46,0,46
59,104,2017-6-8 08:03:13,2017-06-08 08:03:21,,8,0,8
68,85,2017-6-8 10:15:02,2017-06-08 10:15:23,,21,0,21
68,104,2017-6-8 09:47:50,2017-06-08 09:49:05,,75,0,75
68,84,2017-6-8 10:13:21,2017-06-08 10:13:46,,25,0,25
68,83,2017-6-8 10:11:36,2017-06-08 10:12:08,,32,0,32
68,82,2017-6-8 10:09:35,2017-06-08 10:11:26,,111,0,111
68,86,2017-6-8 10:09:03,2017-06-08 10:09:27,,24,0,24
68,87,2017-6-8 10:08:33,2017-06-08 10:08:47,,14,0,14
68,88,2017-6-8 10:05:22,2017-06-08 10:06:13,,51,0,51
68,88,2017-6-8 10:06:16,2017-06-08 10:08:28,2017-06-08 10:06:16,132,0,132
68,89,2017-6-8 10:01:42,2017-06-08 10:03:46,,124,0,124
68,90,2017-6-8 10:01:22,2017-06-08 10:01:34,,12,0,12
68,91,2017-6-8 09:59:07,2017-06-08 10:00:00,,53,0,53
68,92,2017-6-8 09:58:44,2017-06-08 09:58:54,2017-06-08 09:58:44,10,0,10
68,93,2017-6-8 09:55:59,2017-06-08 09:56:12,,13,0,13
68,94,2017-6-8 09:54:38,2017-06-08 09:55:17,,39,0,39
68,95,2017-6-8 09:51:36,2017-06-08 09:52:41,2017-06-08 09:52:44,65,68,68
68,96,2017-6-8 09:49:45,2017-06-08 09:50:23,,38,0,38
68,103,2017-6-8 09:47:10,2017-06-08 09:47:33,,23,0,23
68,102,2017-6-8 09:42:10,2017-06-08 09:45:16,,186,0,186
68,101,2017-6-8 09:38:40,2017-06-08 09:39:54,,74,0,74
49,104,2017-6-8 07:25:26,2017-06-08 07:45:31,,1205,0,1205
49,104,2017-6-8 07:50:54,,2017-06-08 07:54:11,0,197,197
81,101,2017-6-8 09:12:19,2017-06-08 09:12:40,2017-06-08 09:12:19,21,0,21
57,102,2017-6-8 08:45:37,2017-06-08 09:09:06,,1409,0,1409
83,102,2017-6-8 09:09:03,2017-06-08 09:09:25,,22,0,22
83,101,2017-6-8 09:07:40,2017-06-08 09:07:58,,18,0,18
83,100,2017-6-8 09:06:25,2017-06-08 09:06:41,,16,0,16
46,20,2017-6-8 09:06:53,2017-06-08 09:07:53,,60,0,60
81,100,2017-6-8 09:06:34,2017-06-08 09:07:01,2017-06-08 09:06:34,27,0,27
46,16,2017-6-8 09:06:22,2017-06-08 09:06:42,,20,0,20
46,104,2017-6-8 07:56:09,2017-06-08 07:58:21,,132,0,132
69,98,2017-6-8 09:04:48,2017-06-08 09:05:35,,47,0,47
83,99,2017-6-8 09:03:37,2017-06-08 09:04:07,,30,0,30
83,98,2017-6-8 08:58:36,2017-06-08 09:00:49,,133,0,133
15,101,2017-6-8 08:59:55,2017-06-08 09:01:07,2017-06-08 09:01:20,72,85,85
8,96,2017-6-8 08:56:38,,2017-06-08 09:00:33,0,235,235
77,97,2017-6-8 08:59:52,2017-06-08 09:22:39,,1367,0,1367
81,99,2017-6-8 08:59:49,2017-06-08 09:00:21,2017-06-08 08:59:49,32,0,32
15,100,2017-6-8 08:59:20,2017-06-08 08:59:50,,30,0,30
81,98,2017-6-8 08:58:41,2017-06-08 08:59:21,2017-06-08 08:58:41,40,0,40
15,99,2017-6-8 08:57:25,2017-06-08 08:57:54,,29,0,29
69,99,2017-6-8 08:57:13,2017-06-08 09:04:41,,448,0,448
56,104,2017-6-8 08:56:58,2017-06-08 09:00:20,,202,0,202
69,100,2017-6-8 08:56:54,2017-06-08 08:57:08,,14,0,14
69,101,2017-6-8 08:56:29,2017-06-08 08:56:49,,20,0,20
69,102,2017-6-8 08:56:19,2017-06-08 08:56:24,,5,0,5
30,104,2017-6-8 08:50:06,2017-06-08 08:54:50,,284,0,284
30,104,2017-6-8 08:55:49,2017-06-08 08:57:13,,84,0,84
8,95,2017-6-8 08:45:41,2017-06-08 08:55:32,,591,0,591
15,98,2017-6-8 08:55:31,2017-06-08 08:57:11,,100,0,100
15,97,2017-6-8 08:54:10,2017-06-08 08:54:34,2017-06-08 08:54:10,24,0,24
67,98,2017-6-8 08:50:10,2017-06-08 08:53:53,,223,0,223
57,103,2017-6-8 08:47:10,2017-06-08 08:52:54,,344,0,344
69,103,2017-6-8 08:52:03,2017-06-08 08:53:13,,70,0,70
15,96,2017-6-8 08:48:16,2017-06-08 08:53:04,,288,0,288
73,76,2017-5-18 06:24:29,2017-05-18 06:24:51,,22,0,22
73,76,2017-6-4 01:29:29,2017-06-04 01:29:53,2017-06-04 01:29:29,24,0,24
73,104,2017-6-8 07:47:16,2017-06-08 07:48:59,,103,0,103
67,104,2017-6-8 08:31:49,2017-06-08 08:34:15,,146,0,146
77,96,2017-6-8 08:49:49,2017-06-08 08:53:04,,195,0,195
30,103,2017-6-8 08:40:31,2017-06-08 08:49:28,,537,0,537
30,103,2017-6-8 08:49:44,2017-06-08 08:49:55,2017-06-08 08:49:44,11,0,11
67,99,2017-6-8 08:47:38,2017-06-08 08:49:08,,90,0,90
19,104,2017-6-8 07:41:50,,2017-06-08 07:52:34,0,644,644
19,104,2017-6-8 07:52:35,2017-06-08 07:54:59,,144,0,144
19,98,2017-6-8 08:47:27,2017-06-08 08:48:28,2017-06-08 08:47:27,61,0,61
19,98,2017-6-8 08:48:45,2017-06-08 08:48:49,,4,0,4
23,104,2017-6-8 07:41:46,2017-06-08 07:45:49,,243,0,243
23,104,2017-6-8 07:46:27,2017-06-08 07:46:32,,5,0,5
15,95,2017-6-8 08:46:24,2017-06-08 08:46:48,,24,0,24
67,100,2017-6-8 08:47:18,2017-06-08 08:47:33,,15,0,15
77,95,2017-6-8 08:46:34,2017-06-08 08:49:43,,189,0,189
15,94,2017-6-8 08:45:54,2017-06-08 08:46:03,,9,0,9
67,101,2017-6-8 08:45:27,2017-06-08 08:46:56,,89,0,89
67,102,2017-6-8 08:43:01,2017-06-08 08:44:01,,60,0,60
19,99,2017-6-8 08:30:48,2017-06-08 08:43:53,,785,0,785
19,99,2017-6-8 08:43:56,2017-06-08 08:44:38,2017-06-08 08:43:56,42,0,42
56,103,2017-6-8 08:43:36,2017-06-08 08:56:51,,795,0,795
23,102,2017-6-8 08:42:57,2017-06-08 08:44:52,,115,0,115
56,102,2017-6-8 08:42:36,2017-06-08 08:43:30,,54,0,54
49,20,2017-6-8 08:41:30,2017-06-08 08:44:11,,161,0,161
56,101,2017-6-8 08:37:48,2017-06-08 08:40:43,,175,0,175
30,102,2017-6-8 08:28:48,2017-06-08 08:39:53,,665,0,665
54,99,2017-6-8 07:23:34,2017-06-08 07:44:49,,1275,0,1275
66,84,2017-6-8 07:34:30,2017-06-08 07:36:31,,121,0,121
66,83,2017-5-18 07:59:15,2017-05-18 07:59:39,,24,0,24
56,100,2017-6-8 08:36:54,2017-06-08 08:37:43,,49,0,49
66,82,2017-5-18 08:01:35,2017-05-18 08:05:43,,248,0,248
67,103,2017-6-8 08:34:44,2017-06-08 08:42:56,,492,0,492
77,94,2017-6-8 08:34:43,2017-06-08 08:45:26,,643,0,643
8,104,2017-6-8 08:23:43,2017-06-08 08:34:15,,632,0,632
66,81,2017-5-18 08:17:52,2017-05-18 08:20:35,,163,0,163
66,79,2017-5-18 08:16:32,2017-05-18 08:17:10,,38,0,38
57,101,2017-6-8 08:33:25,2017-06-08 08:40:15,,410,0,410
66,78,2017-5-18 08:16:00,2017-05-18 08:16:16,,16,0,16
57,100,2017-6-8 08:33:08,2017-06-08 08:33:18,,10,0,10
66,77,2017-6-8 08:31:37,2017-06-08 08:33:00,,83,0,83
56,99,2017-6-8 08:32:41,2017-06-08 08:36:48,,247,0,247
23,101,2017-6-8 08:32:14,2017-06-08 08:42:27,,613,0,613
23,100,2017-6-8 08:31:38,2017-06-08 08:32:08,,30,0,30
57,99,2017-6-8 08:22:27,2017-06-08 08:31:07,,520,0,520
66,76,2017-5-18 08:14:25,2017-05-18 08:15:03,,38,0,38
66,76,2017-5-18 08:15:13,2017-05-18 08:15:38,2017-05-18 08:15:13,25,0,25
66,75,2017-5-11 07:11:18,2017-05-11 07:15:41,,263,0,263
23,99,2017-6-8 08:29:48,2017-06-08 08:31:33,,105,0,105
66,74,2017-5-11 05:34:50,2017-05-11 05:51:38,,1008,0,1008
66,73,2017-5-9 12:17:46,2017-05-09 12:18:13,,27,0,27
19,100,2017-6-8 08:29:24,2017-06-08 08:30:44,,80,0,80
66,72,2017-5-11 05:51:49,2017-05-11 05:52:19,,30,0,30
56,98,2017-6-8 08:29:18,2017-06-08 08:32:35,,197,0,197
66,71,2017-5-11 05:53:50,2017-05-11 05:55:47,,117,0,117
66,70,2017-5-11 04:11:15,2017-05-11 04:11:27,,12,0,12
23,98,2017-6-8 08:27:15,2017-06-08 08:29:43,,148,0,148
66,69,2017-5-11 04:05:48,2017-05-11 04:09:43,,235,0,235
21,103,2017-6-8 08:04:08,2017-06-08 08:04:11,,3,0,3
66,68,2017-5-11 04:04:38,2017-05-11 04:05:29,,51,0,51
21,104,2017-6-8 08:12:18,2017-06-08 08:14:26,,128,0,128
66,67,2017-5-11 03:59:40,2017-05-11 04:04:29,,289,0,289
23,97,2017-6-8 08:21:42,2017-06-08 08:25:19,,217,0,217
23,97,2017-6-8 08:25:38,2017-06-08 08:25:50,,12,0,12
20,104,2017-6-8 07:38:53,2017-06-08 07:43:42,2017-06-08 07:43:46,289,293,293
49,103,2017-6-8 08:21:32,2017-06-08 08:23:36,,124,0,124
49,103,2017-6-8 08:24:33,2017-06-08 08:25:13,2017-06-08 08:24:33,40,0,40
66,66,2017-5-11 03:57:37,2017-05-11 03:59:28,,111,0,111
22,86,2017-5-25 07:59:20,2017-05-25 08:02:16,,176,0,176
22,86,2017-5-29 12:27:42,2017-05-29 12:28:25,,43,0,43
22,86,2017-6-8 08:22:32,2017-06-08 08:23:02,,30,0,30
22,86,2017-6-8 08:23:16,2017-06-08 08:23:19,,3,0,3
66,65,2017-5-11 03:56:19,2017-05-11 03:57:30,,71,0,71
83,103,2017-6-8 08:14:09,2017-06-08 08:16:37,,148,0,148
22,88,2017-5-25 07:47:08,2017-05-25 07:55:53,,525,0,525
22,88,2017-5-29 12:26:54,2017-05-29 12:27:35,,41,0,41
22,88,2017-6-8 08:22:07,2017-06-08 08:22:26,,19,0,19
8,103,2017-6-8 08:13:57,2017-06-08 08:21:26,,449,0,449
8,103,2017-6-8 08:21:45,2017-06-08 08:22:49,2017-06-08 08:21:45,64,0,64
49,102,2017-6-8 08:14:08,2017-06-08 08:20:05,,357,0,357
66,64,2017-5-11 03:48:34,2017-05-11 03:51:27,,173,0,173
36,103,2017-6-8 08:21:12,2017-06-08 08:21:15,,3,0,3
66,63,2017-5-11 03:47:42,2017-05-11 03:48:29,,47,0,47
66,62,2017-5-11 03:47:19,2017-05-11 03:47:33,,14,0,14
41,103,2017-6-8 08:20:15,2017-06-08 08:28:19,,484,0,484
38,104,2017-6-8 07:57:04,2017-06-08 07:59:04,2017-06-08 07:57:04,120,0,120
38,104,2017-6-8 08:19:35,2017-06-08 08:19:42,,7,0,7
38,104,2017-6-8 08:19:58,2017-06-08 08:20:01,,3,0,3
36,102,2017-6-8 08:20:01,2017-06-08 08:21:01,,60,0,60
66,61,2017-5-11 05:58:38,2017-05-11 06:14:45,,967,0,967
66,60,2017-5-11 03:40:44,2017-05-11 03:42:28,,104,0,104
19,101,2017-6-8 08:18:08,2017-06-08 08:19:02,,54,0,54
36,96,2017-6-1 10:18:39,2017-06-01 10:19:07,,28,0,28
36,96,2017-6-8 08:17:11,2017-06-08 08:18:58,,107,0,107
66,59,2017-5-11 03:39:13,2017-05-11 03:40:32,,79,0,79
22,91,2017-5-29 12:24:28,2017-05-29 12:26:46,,138,0,138
22,91,2017-6-1 07:52:51,2017-06-01 07:54:26,,95,0,95
22,91,2017-6-8 08:17:14,2017-06-08 08:18:40,,86,0,86
39,99,2017-6-8 07:57:28,2017-06-08 07:58:43,,75,0,75
39,104,2017-6-8 07:40:57,2017-06-08 07:48:22,,445,0,445
39,98,2017-6-8 07:54:26,2017-06-08 07:55:41,,75,0,75
23,96,2017-6-8 08:12:53,2017-06-08 08:16:53,,240,0,240
23,96,2017-6-8 08:17:27,2017-06-08 08:18:32,2017-06-08 08:17:27,65,0,65
41,102,2017-6-8 08:17:03,2017-06-08 08:19:26,,143,0,143
74,102,2017-6-8 05:24:34,2017-06-08 05:26:32,,118,0,118
74,102,2017-6-8 08:00:22,,2017-06-08 08:16:50,0,988,988
80,101,2017-6-8 08:16:51,2017-06-08 08:17:05,,14,0,14
39,102,2017-6-8 08:04:13,2017-06-08 08:07:29,,196,0,196
22,102,2017-6-8 07:54:09,2017-06-08 07:56:31,,142,0,142
48,104,2017-6-8 08:11:58,2017-06-08 08:15:10,,192,0,192
66,58,2017-5-11 03:38:30,2017-05-11 03:39:00,,30,0,30
58,104,2017-6-8 07:39:06,2017-06-08 07:51:50,,764,0,764
19,102,2017-6-8 08:08:43,2017-06-08 08:11:15,2017-06-08 08:08:43,152,0,152
57,98,2017-6-8 08:14:39,2017-06-08 08:22:18,,459,0,459
39,103,2017-6-8 08:08:12,2017-06-08 08:11:53,,221,0,221
58,98,2017-6-8 08:14:10,2017-06-08 08:15:32,,82,0,82
22,94,2017-5-29 12:16:25,2017-05-29 12:22:29,,364,0,364
22,94,2017-6-8 08:13:56,2017-06-08 08:15:53,,117,0,117
80,100,2017-6-8 08:13:48,2017-06-08 08:14:57,,69,0,69
36,104,2017-6-8 08:12:31,2017-06-08 08:13:16,,45,0,45
79,104,2017-6-8 08:11:58,2017-06-08 08:13:16,,78,0,78
57,97,2017-6-1 07:38:48,2017-06-01 07:40:05,,77,0,77
57,97,2017-6-1 07:40:07,2017-06-01 07:40:28,2017-06-01 07:40:07,21,0,21
57,97,2017-6-8 08:13:01,2017-06-08 08:13:10,,9,0,9
36,99,2017-6-8 07:48:20,2017-06-08 07:51:49,,209,0,209
58,99,2017-6-8 08:11:49,2017-06-08 08:14:00,,131,0,131
57,104,2017-6-8 08:04:03,2017-06-08 08:04:50,2017-06-08 08:04:03,47,0,47
48,103,2017-6-8 07:59:24,2017-06-08 08:10:59,,695,0,695
57,96,2017-6-1 07:41:03,2017-06-01 07:41:41,,38,0,38
57,96,2017-6-1 07:41:43,2017-06-01 07:42:06,2017-06-01 07:41:43,23,0,23
57,96,2017-6-8 08:11:06,2017-06-08 08:12:40,,94,0,94
16,103,2017-6-8 08:04:36,2017-06-08 08:10:23,,347,0,347
16,104,2017-6-8 07:39:33,2017-06-08 07:44:05,,272,0,272
71,101,2017-6-8 08:09:59,2017-06-08 08:13:37,,218,0,218
71,104,2017-6-8 08:01:11,2017-06-08 08:01:50,,39,0,39
54,20,2017-6-1 07:40:12,2017-06-01 07:45:59,,347,0,347
54,20,2017-6-8 08:09:46,2017-06-08 08:10:20,,34,0,34
22,98,2017-6-8 08:09:35,2017-06-08 08:12:50,,195,0,195
71,98,2017-6-8 08:09:07,2017-06-08 08:09:53,,46,0,46
22,99,2017-6-8 08:08:13,2017-06-08 08:09:31,,78,0,78
66,104,2017-6-8 08:08:10,2017-06-08 08:09:25,,75,0,75
66,103,2017-6-8 08:06:25,2017-06-08 08:07:11,,46,0,46
79,103,2017-6-8 08:04:34,2017-06-08 08:05:50,,76,0,76
58,100,2017-6-8 08:07:23,2017-06-08 08:11:42,,259,0,259
52,104,2017-6-8 07:48:27,2017-06-08 07:51:30,,183,0,183
71,99,2017-6-8 08:06:48,2017-06-08 08:09:01,,133,0,133
23,95,2017-6-8 08:06:35,2017-06-08 08:12:05,,330,0,330
71,100,2017-6-8 08:06:24,2017-06-08 08:06:41,,17,0,17
57,95,2017-6-1 07:57:01,2017-06-01 07:57:22,,21,0,21
57,95,2017-6-1 07:57:29,2017-06-01 07:58:32,2017-06-01 07:57:29,63,0,63
57,95,2017-6-8 08:06:07,2017-06-08 08:08:59,,172,0,172
20,98,2017-6-8 08:06:02,2017-06-08 08:06:46,,44,0,44
41,101,2017-6-8 08:05:43,2017-06-08 08:06:48,,65,0,65
19,103,2017-6-8 08:05:24,2017-06-08 08:05:43,2017-06-08 08:05:24,19,0,19
21,102,2017-6-8 08:04:16,2017-06-08 08:05:19,,63,0,63
66,102,2017-6-8 08:04:31,2017-06-08 08:05:14,,43,0,43
71,102,2017-6-8 08:02:05,2017-06-08 08:03:06,,61,0,61
22,100,2017-6-8 08:04:03,2017-06-08 08:08:09,,246,0,246
79,102,2017-6-8 08:04:02,2017-06-08 08:04:29,,27,0,27
49,101,2017-6-8 08:01:14,2017-06-08 08:02:08,,54,0,54
49,101,2017-6-8 08:02:34,2017-06-08 08:03:01,2017-06-08 08:02:34,27,0,27
58,101,2017-6-8 08:03:57,2017-06-08 08:07:13,,196,0,196
31,103,2017-6-8 08:02:39,2017-06-08 08:03:24,,45,0,45
20,101,2017-6-8 08:01:38,2017-06-08 08:02:14,,36,0,36
66,101,2017-6-8 08:03:22,2017-06-08 08:03:57,,35,0,35
30,99,2017-6-8 07:46:06,2017-06-08 07:48:03,,117,0,117
80,102,2017-6-8 08:03:01,2017-06-08 08:05:19,,138,0,138
66,100,2017-6-8 08:02:45,2017-06-08 08:03:09,,24,0,24
80,99,2017-6-8 08:02:36,2017-06-08 08:02:53,,17,0,17
31,104,2017-6-8 07:26:15,2017-06-08 07:37:52,,697,0,697
79,101,2017-6-8 08:02:24,2017-06-08 08:03:39,,75,0,75
59,103,2017-6-8 08:02:23,2017-06-08 08:03:09,,46,0,46
58,102,2017-6-8 07:58:35,2017-06-08 08:02:13,,218,0,218
79,100,2017-6-8 08:02:00,2017-06-08 08:02:19,,19,0,19
70,101,2017-6-6 02:12:17,2017-06-06 02:14:02,,105,0,105
54,104,2017-6-8 08:01:32,2017-06-08 08:09:35,,483,0,483
80,103,2017-6-8 08:01:25,2017-06-08 08:02:22,,57,0,57
39,101,2017-6-8 08:01:19,2017-06-08 08:04:05,,166,0,166
71,103,2017-6-8 08:00:17,2017-06-08 08:00:41,,24,0,24
23,94,2017-6-8 08:00:55,2017-06-08 08:06:27,,332,0,332
31,102,2017-6-8 07:58:06,2017-06-08 07:58:54,,48,0,48
52,103,2017-6-8 08:00:33,2017-06-08 08:05:28,,295,0,295
20,102,2017-6-8 08:00:21,2017-06-08 08:01:28,,67,0,67
70,99,2017-6-4 05:36:13,2017-06-04 05:37:20,,67,0,67
49,100,2017-6-8 08:00:18,2017-06-08 08:01:05,,47,0,47
16,102,2017-6-8 07:59:55,2017-06-08 08:04:30,,275,0,275
66,99,2017-6-8 07:59:54,2017-06-08 08:02:09,,135,0,135
18,104,2017-6-8 07:43:48,2017-06-08 07:45:49,2017-06-08 07:46:00,121,132,132
70,104,2017-6-8 07:39:21,2017-06-08 07:49:53,,632,0,632
33,99,2017-6-8 07:59:37,2017-06-08 08:00:30,,53,0,53
39,100,2017-6-8 07:59:33,2017-06-08 08:01:11,,98,0,98
52,102,2017-6-8 07:59:33,2017-06-08 08:00:27,,54,0,54
38,103,2017-6-8 07:50:53,2017-06-08 07:53:27,,154,0,154
38,103,2017-6-8 07:59:25,2017-06-08 07:59:29,,4,0,4
38,103,2017-6-8 07:59:32,2017-06-08 07:59:34,,2,0,2
59,102,2017-6-8 07:59:22,2017-06-08 08:02:17,,175,0,175
38,102,2017-6-8 07:48:50,2017-06-08 07:50:07,,77,0,77
38,102,2017-6-8 07:50:32,2017-06-08 07:50:48,2017-06-08 07:50:32,16,0,16
38,102,2017-6-8 07:59:11,2017-06-08 07:59:14,,3,0,3
38,102,2017-6-8 07:59:19,2017-06-08 07:59:21,,2,0,2
66,98,2017-6-8 07:59:08,2017-06-08 07:59:47,,39,0,39
48,102,2017-6-8 07:57:14,2017-06-08 07:58:11,,57,0,57
74,98,2017-6-8 07:58:54,2017-06-08 08:00:14,,80,0,80
33,98,2017-6-8 07:58:45,2017-06-08 07:59:32,,47,0,47
21,101,2017-6-8 07:49:18,2017-06-08 07:58:30,,552,0,552
66,97,2017-6-8 07:58:30,2017-06-08 07:59:01,,31,0,31
59,101,2017-6-8 07:58:22,2017-06-08 07:59:10,,48,0,48
33,97,2017-6-8 07:58:16,2017-06-08 07:58:38,,22,0,22
66,96,2017-6-8 07:58:03,2017-06-08 07:58:24,,21,0,21
84,104,2017-6-8 07:36:38,2017-06-08 07:43:35,,417,0,417
54,103,2017-6-8 07:57:56,2017-06-08 08:01:25,,209,0,209
49,99,2017-6-8 07:57:50,2017-06-08 08:00:10,,140,0,140
83,104,2017-6-8 07:49:40,2017-06-08 07:57:29,,469,0,469
33,96,2017-6-8 07:56:29,2017-06-08 07:57:31,,62,0,62
59,100,2017-6-8 07:57:43,2017-06-08 07:58:13,,30,0,30
34,103,2017-6-8 07:57:18,2017-06-08 07:57:52,,34,0,34
34,102,2017-6-8 07:57:17,2017-06-08 07:59:29,,132,0,132
70,103,2017-6-8 07:56:17,2017-06-08 07:57:08,,51,0,51
30,101,2017-6-8 07:55:57,2017-06-08 07:57:03,,66,0,66
9,104,2017-6-8 07:57:04,2017-06-08 08:06:41,,577,0,577
45,104,2017-6-8 07:22:22,2017-06-08 07:38:57,,995,0,995
23,103,2017-6-8 07:56:53,2017-06-08 07:59:43,,170,0,170
48,101,2017-6-8 07:55:15,2017-06-08 07:56:08,,53,0,53
52,101,2017-6-8 07:56:50,2017-06-08 07:59:15,,145,0,145
36,101,2017-6-8 07:56:39,2017-06-08 07:57:12,,33,0,33
22,101,2017-6-8 07:56:36,2017-06-08 08:03:56,,440,0,440
74,99,2017-6-8 07:52:10,2017-06-08 07:53:16,,66,0,66
59,99,2017-6-8 07:56:15,2017-06-08 07:57:32,,77,0,77
36,100,2017-6-8 07:56:15,2017-06-08 07:56:31,,16,0,16
45,103,2017-6-8 07:39:18,2017-06-08 07:40:21,,63,0,63
66,95,2017-6-8 07:55:13,2017-06-08 07:55:56,,43,0,43
23,93,2017-6-8 07:55:52,2017-06-08 07:56:42,,50,0,50
33,100,2017-6-8 07:55:46,2017-06-08 07:56:08,,22,0,22
41,100,2017-6-8 07:55:41,2017-06-08 07:58:18,,157,0,157
84,103,2017-6-8 07:55:31,2017-06-08 07:57:56,,145,0,145
70,102,2017-6-8 07:54:19,2017-06-08 07:55:01,,42,0,42
30,100,2017-6-8 07:55:26,2017-06-08 07:55:48,,22,0,22
20,103,2017-6-8 07:46:17,2017-06-08 07:55:15,,538,0,538
34,101,2017-6-8 07:55:11,2017-06-08 07:56:24,,73,0,73
58,103,2017-6-8 07:55:09,2017-06-08 07:58:27,,198,0,198
23,92,2017-6-8 07:55:07,2017-06-08 07:55:34,,27,0,27
33,101,2017-6-8 07:55:00,2017-06-08 07:55:40,,40,0,40
48,100,2017-6-8 07:54:57,2017-06-08 07:55:10,,13,0,13
