学生序号,题号,Activity时间,Answer时间,时间差
16,78,2017-5-18 08:34:11,2017-05-18 08:34:33,22
68,77,2017-5-18 08:33:40,2017-05-18 08:34:25,45
16,77,2017-5-18 08:16:50,2017-05-18 08:30:14,804
16,77,2017-5-18 08:31:35,2017-05-18 08:34:00,145
58,81,2017-5-18 08:22:12,2017-05-18 08:33:39,687
68,76,2017-5-18 08:32:50,2017-05-18 08:32:57,7
68,76,2017-5-18 08:33:05,2017-05-18 08:33:19,14
20,83,2017-5-18 08:29:28,2017-05-18 08:29:34,6
20,83,2017-5-18 08:32:49,2017-05-18 08:33:17,28
34,76,2017-5-18 08:33:07,2017-05-18 08:33:17,10
18,79,2017-5-18 08:32:52,2017-05-18 08:33:05,13
34,83,2017-5-18 08:32:41,2017-05-18 08:32:57,16
18,78,2017-5-18 08:32:30,2017-05-18 08:32:43,13
33,68,2017-5-18 08:31:43,2017-05-18 08:32:42,59
74,81,2017-5-18 08:27:39,2017-05-18 08:32:28,289
18,77,2017-5-18 08:32:00,2017-05-18 08:32:17,17
67,83,2017-5-18 08:31:56,2017-05-18 08:32:09,13
18,76,2017-5-18 08:31:42,2017-05-18 08:31:52,10
45,79,2017-5-18 08:31:15,2017-05-18 08:31:41,26
23,81,2017-5-18 08:22:23,2017-05-18 08:31:38,555
18,83,2017-5-18 08:31:06,2017-05-18 08:31:30,24
45,81,2017-5-18 08:16:20,2017-05-18 08:30:37,857
8,79,2017-5-18 08:29:29,2017-05-18 08:29:47,18
49,82,2017-5-18 08:26:50,2017-05-18 08:29:34,164
59,83,2017-5-18 08:27:33,2017-05-18 08:28:23,50
74,82,2017-5-18 08:24:39,2017-05-18 08:27:18,159
46,76,2017-5-18 08:24:51,2017-05-18 08:26:49,118
49,81,2017-5-18 08:13:57,2017-05-18 08:26:45,768
62,83,2017-5-18 08:24:58,2017-05-18 08:25:31,33
74,83,2017-5-18 08:22:51,2017-05-18 08:23:31,40
23,82,2017-5-18 08:19:14,2017-05-18 08:22:13,179
58,79,2017-5-18 08:20:49,2017-05-18 08:21:52,63
66,81,2017-5-18 08:17:52,2017-05-18 08:20:35,163
59,82,2017-5-18 08:18:44,2017-05-18 08:19:09,25
23,77,2017-5-18 08:17:48,2017-05-18 08:19:08,80
52,76,2017-5-18 08:17:16,2017-05-18 08:18:09,53
58,78,2017-5-18 08:16:46,2017-05-18 08:17:13,27
52,77,2017-5-18 08:14:58,2017-05-18 08:17:11,133
66,79,2017-5-18 08:16:32,2017-05-18 08:17:10,38
71,83,2017-5-18 08:16:27,2017-05-18 08:17:01,34
16,76,2017-5-18 08:14:03,2017-05-18 08:16:42,159
58,77,2017-5-18 08:15:00,2017-05-18 08:16:39,99
66,78,2017-5-18 08:16:00,2017-05-18 08:16:16,16
66,76,2017-5-18 08:14:25,2017-05-18 08:15:03,38
66,76,2017-5-18 08:15:13,2017-05-18 08:15:38,25
52,78,2017-5-18 08:13:23,2017-05-18 08:14:20,57
52,78,2017-5-18 08:14:31,2017-05-18 08:14:36,5
52,78,2017-5-18 08:14:42,2017-05-18 08:14:45,3
58,76,2017-5-18 08:14:01,2017-05-18 08:14:22,21
59,81,2017-5-18 08:11:00,2017-05-18 08:14:14,194
49,79,2017-5-18 08:13:26,2017-05-18 08:13:52,26
49,78,2017-5-18 08:13:06,2017-05-18 08:13:19,13
52,79,2017-5-18 08:13:01,2017-05-18 08:13:19,18
52,81,2017-5-18 08:12:49,2017-05-18 08:12:53,4
49,77,2017-5-18 08:11:39,2017-05-18 08:12:51,72
49,76,2017-5-18 08:10:56,2017-05-18 08:11:19,23
59,79,2017-5-18 08:10:43,2017-05-18 08:10:54,11
59,78,2017-5-18 08:10:22,2017-05-18 08:10:35,13
12,83,2017-5-18 08:09:06,2017-05-18 08:09:35,29
12,82,2017-5-18 08:05:36,2017-05-18 08:08:56,200
77,83,2017-5-18 07:48:31,2017-05-18 08:06:47,1096
59,77,2017-5-18 08:05:46,2017-05-18 08:06:17,31
66,82,2017-5-18 08:01:35,2017-05-18 08:05:43,248
12,81,2017-5-18 07:58:38,2017-05-18 08:05:28,410
59,76,2017-5-18 08:03:45,2017-05-18 08:05:03,78
66,83,2017-5-18 07:59:15,2017-05-18 07:59:39,24
12,79,2017-5-18 07:58:07,2017-05-18 07:58:32,25
44,82,2017-5-18 07:54:39,2017-05-18 07:56:16,97
9,79,2017-5-18 07:46:28,2017-05-18 07:47:08,40
9,78,2017-5-18 07:46:04,2017-05-18 07:46:23,19
9,77,2017-5-18 07:45:18,2017-05-18 07:45:58,40
54,74,2017-5-18 07:45:36,2017-05-18 07:45:55,19
54,75,2017-5-18 07:45:04,2017-05-18 07:45:16,12
9,81,2017-5-18 07:40:16,2017-05-18 07:45:04,288
54,76,2017-5-18 07:42:57,2017-05-18 07:43:51,54
54,77,2017-5-18 07:41:43,2017-05-18 07:42:15,32
54,78,2017-5-18 07:41:23,2017-05-18 07:41:35,12
54,79,2017-5-18 07:40:49,2017-05-18 07:41:11,22
9,82,2017-5-18 07:38:29,2017-05-18 07:40:11,102
70,82,2017-5-18 07:37:45,2017-05-18 07:40:10,145
57,81,2017-5-18 07:34:35,2017-05-18 07:38:57,262
79,82,2017-5-18 07:33:12,2017-05-18 07:36:20,188
70,81,2017-5-18 07:31:28,2017-05-18 07:36:15,287
9,83,2017-5-18 07:35:03,2017-05-18 07:36:06,63
54,81,2017-5-18 07:32:20,2017-05-18 07:35:56,216
11,82,2017-5-18 07:33:31,2017-05-18 07:35:50,139
8,77,2017-5-18 07:31:29,2017-05-18 07:35:09,220
57,79,2017-5-18 07:34:04,2017-05-18 07:34:18,14
57,79,2017-5-18 07:34:22,2017-05-18 07:34:30,8
57,78,2017-5-18 07:33:52,2017-05-18 07:33:59,7
57,82,2017-5-18 07:30:47,2017-05-18 07:33:43,176
79,81,2017-5-18 07:29:33,2017-05-18 07:32:56,203
54,82,2017-5-18 07:30:19,2017-05-18 07:32:05,106
44,79,2017-5-18 07:30:00,2017-05-18 07:31:30,90
70,79,2017-5-18 07:30:10,2017-05-18 07:31:13,63
11,81,2017-5-18 07:27:30,2017-05-18 07:31:10,220
9,76,2017-5-18 07:28:34,2017-05-18 07:30:58,144
57,77,2017-5-18 07:28:57,2017-05-18 07:30:39,102
19,82,2017-5-18 07:26:13,2017-05-18 07:29:43,210
70,78,2017-5-18 07:28:22,2017-05-18 07:29:39,77
79,79,2017-5-18 07:29:03,2017-05-18 07:29:27,24
54,83,2017-5-18 07:12:41,2017-05-18 07:29:22,1001
44,78,2017-5-18 07:28:18,2017-05-18 07:29:16,58
79,78,2017-5-18 07:28:43,2017-05-18 07:28:58,15
79,77,2017-5-18 07:27:47,2017-05-18 07:28:37,50
44,77,2017-5-18 07:23:06,2017-05-18 07:28:12,306
70,77,2017-5-18 07:27:17,2017-05-18 07:28:08,51
43,76,2017-5-18 07:26:10,2017-05-18 07:28:02,112
57,76,2017-5-18 07:26:55,2017-05-18 07:27:37,42
79,76,2017-5-18 07:27:05,2017-05-18 07:27:33,28
83,83,2017-5-18 07:26:53,2017-05-18 07:27:33,40
11,79,2017-5-18 07:26:13,2017-05-18 07:27:00,47
12,77,2017-5-18 07:25:22,2017-05-18 07:26:39,77
57,83,2017-5-18 07:25:21,2017-05-18 07:26:16,55
57,83,2017-5-18 07:26:19,2017-05-18 07:26:38,19
79,83,2017-5-18 07:25:43,2017-05-18 07:26:18,35
70,83,2017-5-18 07:22:32,2017-05-18 07:26:11,219
19,83,2017-5-18 07:21:15,2017-05-18 07:25:27,252
19,83,2017-5-18 07:25:32,2017-05-18 07:26:08,36
11,78,2017-5-18 07:25:55,2017-05-18 07:26:07,12
11,77,2017-5-18 07:25:08,2017-05-18 07:25:48,40
12,76,2017-5-18 07:23:16,2017-05-18 07:25:06,110
11,76,2017-5-18 07:24:51,2017-05-18 07:25:02,11
45,83,2017-5-18 07:24:39,2017-05-18 07:24:50,11
43,83,2017-5-18 07:18:53,2017-05-18 07:24:45,352
49,83,2017-5-18 07:22:50,2017-05-18 07:24:28,98
11,83,2017-5-18 07:23:15,2017-05-18 07:24:24,69
52,82,2017-5-18 07:22:29,2017-05-18 07:23:50,81
44,83,2017-5-18 07:22:13,2017-05-18 07:22:43,30
52,83,2017-5-18 07:20:46,2017-05-18 07:22:23,97
44,76,2017-5-18 07:19:11,2017-05-18 07:22:00,169
31,83,2017-5-18 07:19:05,2017-05-18 07:21:15,130
8,76,2017-5-18 07:17:54,2017-05-18 07:18:56,62
8,83,2017-5-18 07:16:51,2017-05-18 07:17:41,50
56,79,2017-5-18 06:27:49,2017-05-18 06:28:29,40
56,78,2017-5-18 06:22:15,2017-05-18 06:27:41,326
56,77,2017-5-18 06:18:27,2017-05-18 06:21:14,167
56,76,2017-5-18 06:14:05,2017-05-18 06:18:18,253
65,81,2017-5-18 05:54:24,2017-05-18 05:56:40,136
65,79,2017-5-18 05:53:46,2017-05-18 05:54:14,28
65,78,2017-5-18 05:53:01,2017-05-18 05:53:32,31
65,77,2017-5-18 05:52:03,2017-05-18 05:52:47,44
65,76,2017-5-18 05:51:07,2017-05-18 05:51:47,40
65,75,2017-5-18 05:49:43,2017-05-18 05:50:43,60
65,82,2017-5-18 05:34:50,2017-05-18 05:48:52,842
64,82,2017-5-18 05:41:59,2017-05-18 05:45:53,234
82,81,2017-5-18 05:35:38,2017-05-18 05:37:25,107
63,77,2017-5-18 05:33:51,2017-05-18 05:35:23,92
82,79,2017-5-18 05:34:02,2017-05-18 05:34:48,46
64,81,2017-5-18 05:30:32,2017-05-18 05:34:26,234
82,78,2017-5-18 05:33:32,2017-05-18 05:33:52,20
63,82,2017-5-18 05:32:06,2017-05-18 05:33:42,96
82,77,2017-5-18 05:31:15,2017-05-18 05:33:05,110
63,81,2017-5-18 05:29:28,2017-05-18 05:31:59,151
82,76,2017-5-18 05:30:39,2017-05-18 05:31:08,29
82,75,2017-5-18 05:30:10,2017-05-18 05:30:32,22
64,79,2017-5-18 05:29:20,2017-05-18 05:30:18,58
82,74,2017-5-18 05:29:11,2017-05-18 05:29:32,21
63,79,2017-5-18 05:28:32,2017-05-18 05:29:09,37
82,73,2017-5-18 05:28:49,2017-05-18 05:29:01,12
82,72,2017-5-18 05:28:21,2017-05-18 05:28:40,19
63,78,2017-5-18 05:27:00,2017-05-18 05:28:18,78
82,71,2017-5-18 05:27:50,2017-05-18 05:28:12,22
82,70,2017-5-18 05:27:32,2017-05-18 05:27:40,8
82,69,2017-5-18 05:23:00,2017-05-18 05:27:24,264
64,78,2017-5-18 05:25:56,2017-05-18 05:26:14,18
64,77,2017-5-18 05:24:10,2017-05-18 05:25:35,85
63,76,2017-5-18 05:23:48,2017-05-18 05:24:52,64
63,75,2017-5-18 05:22:48,2017-05-18 05:23:40,52
64,76,2017-5-18 05:20:50,2017-05-18 05:23:34,164
82,68,2017-5-18 05:21:28,2017-05-18 05:22:42,74
82,82,2017-5-18 05:19:33,2017-05-18 05:21:20,107
64,75,2017-5-18 05:20:10,2017-05-18 05:20:35,25
53,81,2017-5-17 10:52:17,2017-05-17 10:54:55,158
53,79,2017-5-17 10:51:05,2017-05-17 10:52:00,55
53,78,2017-5-17 10:49:24,2017-05-17 10:50:20,56
53,77,2017-5-17 10:47:52,2017-05-17 10:49:14,82
53,76,2017-5-17 10:47:00,2017-05-17 10:47:37,37
53,82,2017-5-17 10:44:48,2017-05-17 10:46:42,114
28,78,2017-5-17 08:31:12,2017-05-17 08:31:33,21
28,79,2017-5-17 08:30:35,2017-05-17 08:31:04,29
28,77,2017-5-17 08:28:58,2017-05-17 08:30:26,88
28,81,2017-5-17 08:14:52,2017-05-17 08:27:56,784
28,76,2017-5-17 08:11:56,2017-05-17 08:12:54,58
28,68,2017-5-17 08:07:43,2017-05-17 08:11:16,213
28,69,2017-5-17 08:03:41,2017-05-17 08:07:31,230
28,70,2017-5-17 08:03:11,2017-05-17 08:03:31,20
28,71,2017-5-17 08:01:22,2017-05-17 08:03:00,98
28,72,2017-5-17 08:00:25,2017-05-17 08:01:13,48
28,73,2017-5-17 07:59:58,2017-05-17 08:00:14,16
28,74,2017-5-17 07:59:27,2017-05-17 07:59:45,18
28,75,2017-5-17 07:58:29,2017-05-17 07:59:15,46
28,67,2017-5-17 07:46:53,2017-05-17 07:58:14,681
28,82,2017-5-17 07:41:19,2017-05-17 07:44:54,215
87,81,2017-5-17 04:00:09,2017-05-17 04:02:17,128
87,79,2017-5-17 03:59:35,2017-05-17 03:59:59,24
87,78,2017-5-17 03:58:53,2017-05-17 03:59:19,26
87,77,2017-5-17 03:57:33,2017-05-17 03:58:34,61
87,76,2017-5-17 03:56:38,2017-05-17 03:57:05,27
84,31,2017-5-16 12:50:15,2017-05-16 12:53:13,178
84,81,2017-5-16 12:46:38,2017-05-16 12:50:04,206
51,79,2017-5-16 12:11:43,2017-05-16 12:12:06,23
51,81,2017-5-16 12:04:27,2017-05-16 12:08:55,268
13,79,2017-5-15 12:32:06,2017-05-15 12:32:43,37
13,78,2017-5-15 12:31:17,2017-05-15 12:31:59,42
13,77,2017-5-15 12:30:19,2017-05-15 12:31:05,46
48,78,2017-5-15 10:29:32,2017-05-15 10:29:45,13
48,77,2017-5-15 10:28:18,2017-05-15 10:29:25,67
48,79,2017-5-15 10:19:44,2017-05-15 10:20:05,21
51,78,2017-5-15 04:37:48,2017-05-15 04:38:23,35
77,67,2017-5-14 15:05:58,2017-05-14 15:09:20,202
77,68,2017-5-14 15:04:49,2017-05-14 15:05:45,56
77,70,2017-5-14 13:43:03,2017-05-14 13:44:29,86
77,71,2017-5-14 13:42:43,2017-05-14 13:42:56,13
77,72,2017-5-14 13:33:58,2017-05-14 13:38:37,279
77,73,2017-5-14 13:32:28,2017-05-14 13:33:51,83
77,74,2017-5-14 13:31:06,2017-05-14 13:32:22,76
78,52,2017-5-14 12:35:19,2017-05-14 12:43:12,473
78,51,2017-5-14 12:24:38,2017-05-14 12:35:04,626
77,76,2017-5-14 12:30:30,2017-05-14 12:30:48,18
77,77,2017-5-14 12:21:51,2017-05-14 12:26:10,259
78,44,2017-5-14 12:23:17,2017-05-14 12:23:23,6
78,77,2017-5-14 12:21:51,2017-05-14 12:22:51,60
77,78,2017-5-14 12:16:43,2017-05-14 12:21:46,303
78,78,2017-5-14 12:15:35,2017-05-14 12:20:45,310
51,76,2017-5-13 14:19:45,2017-05-13 14:20:20,35
51,77,2017-5-13 14:18:49,2017-05-13 14:19:27,38
48,75,2017-5-13 03:47:59,2017-05-13 03:48:13,14
48,74,2017-5-13 03:47:34,2017-05-13 03:47:52,18
48,73,2017-5-13 03:47:10,2017-05-13 03:47:26,16
48,72,2017-5-13 03:46:39,2017-05-13 03:47:05,26
48,71,2017-5-13 03:46:02,2017-05-13 03:46:31,29
48,70,2017-5-13 03:45:37,2017-05-13 03:45:55,18
48,69,2017-5-13 03:43:14,2017-05-13 03:45:28,134
48,68,2017-5-13 03:38:17,2017-05-13 03:39:13,56
48,67,2017-5-13 03:35:37,2017-05-13 03:38:10,153
48,64,2017-5-13 03:33:02,2017-05-13 03:35:25,143
48,76,2017-5-13 03:31:43,2017-05-13 03:32:52,69
70,76,2017-5-13 02:07:52,2017-05-13 02:09:10,78
13,76,2017-5-12 11:25:45,2017-05-12 11:29:26,221
13,75,2017-5-11 11:16:31,2017-05-11 11:16:47,16
41,72,2017-5-11 09:44:48,2017-05-11 09:45:48,60
41,73,2017-5-11 09:24:16,2017-05-11 09:44:07,1191
41,74,2017-5-11 09:23:49,2017-05-11 09:23:58,9
41,71,2017-5-11 09:21:11,2017-05-11 09:23:12,121
41,70,2017-5-11 09:20:27,2017-05-11 09:20:49,22
41,69,2017-5-11 09:12:06,2017-05-11 09:17:06,300
44,74,2017-5-11 09:12:29,2017-05-11 09:12:32,3
44,73,2017-5-11 09:12:16,2017-05-11 09:12:23,7
44,72,2017-5-11 09:11:55,2017-05-11 09:12:10,15
22,68,2017-5-11 09:09:59,2017-05-11 09:12:00,121
44,71,2017-5-11 09:11:20,2017-05-11 09:11:43,23
44,70,2017-5-11 09:10:50,2017-05-11 09:10:54,4
44,69,2017-5-11 09:07:50,2017-05-11 09:10:17,147
22,69,2017-5-11 09:05:49,2017-05-11 09:09:55,246
44,68,2017-5-11 09:04:25,2017-05-11 09:07:42,197
68,75,2017-5-11 09:05:54,2017-05-11 09:06:03,9
22,70,2017-5-11 09:05:07,2017-05-11 09:05:44,37
22,71,2017-5-11 09:04:18,2017-05-11 09:05:03,45
41,68,2017-5-11 09:03:51,2017-05-11 09:04:30,39
44,67,2017-5-11 08:59:18,2017-05-11 09:04:18,300
22,72,2017-5-11 09:03:49,2017-05-11 09:04:14,25
22,73,2017-5-11 09:03:32,2017-05-11 09:03:45,13
22,74,2017-5-11 09:03:19,2017-05-11 09:03:27,8
22,75,2017-5-11 09:01:05,2017-05-11 09:03:10,125
68,74,2017-5-11 09:01:18,2017-05-11 09:01:30,12
68,73,2017-5-11 08:59:20,2017-05-11 09:01:06,106
68,72,2017-5-11 08:58:43,2017-05-11 08:59:10,27
44,66,2017-5-11 08:44:56,2017-05-11 08:59:03,847
83,64,2017-5-11 08:56:26,2017-05-11 08:58:22,116
68,71,2017-5-11 08:57:37,2017-05-11 08:58:18,41
41,67,2017-5-11 08:56:17,2017-05-11 08:57:54,97
68,70,2017-5-11 08:56:03,2017-05-11 08:56:21,18
83,63,2017-5-11 08:53:30,2017-05-11 08:56:04,154
68,69,2017-5-11 08:52:50,2017-05-11 08:55:57,187
41,66,2017-5-11 08:53:52,2017-05-11 08:55:33,101
8,74,2017-5-11 08:53:03,2017-05-11 08:53:15,12
8,73,2017-5-11 08:51:45,2017-05-11 08:52:54,69
83,62,2017-5-11 08:52:37,2017-05-11 08:52:49,12
41,65,2017-5-11 08:40:01,2017-05-11 08:52:17,736
68,68,2017-5-11 08:50:50,2017-05-11 08:51:14,24
68,67,2017-5-11 08:46:44,2017-05-11 08:49:54,190
83,65,2017-5-11 08:45:08,2017-05-11 08:48:48,220
8,72,2017-5-11 08:46:51,2017-05-11 08:47:38,47
83,66,2017-5-11 08:42:37,2017-05-11 08:44:50,133
44,65,2017-5-11 08:40:12,2017-05-11 08:44:48,276
8,71,2017-5-11 08:42:13,2017-05-11 08:42:36,23
83,67,2017-5-11 08:40:38,2017-05-11 08:42:14,96
8,70,2017-5-11 08:41:41,2017-05-11 08:42:02,21
8,68,2017-5-11 08:38:53,2017-05-11 08:41:28,155
20,73,2017-5-11 08:41:07,2017-05-11 08:41:19,12
83,68,2017-5-11 08:39:42,2017-05-11 08:40:13,31
83,69,2017-5-11 08:34:46,2017-05-11 08:38:57,251
8,66,2017-5-11 08:36:56,2017-05-11 08:38:43,107
51,73,2017-5-11 08:37:57,2017-05-11 08:38:13,16
51,74,2017-5-11 08:37:22,2017-05-11 08:37:42,20
51,75,2017-5-11 08:36:37,2017-05-11 08:37:14,37
44,64,2017-5-11 08:27:01,2017-05-11 08:37:03,602
8,69,2017-5-11 08:36:18,2017-05-11 08:36:41,23
20,72,2017-5-11 08:33:51,2017-05-11 08:34:43,52
83,70,2017-5-11 08:33:10,2017-05-11 08:33:45,35
20,71,2017-5-11 08:33:23,2017-05-11 08:33:35,12
83,71,2017-5-11 08:32:31,2017-05-11 08:32:48,17
83,72,2017-5-11 08:30:10,2017-05-11 08:32:03,113
20,70,2017-5-11 08:31:01,2017-05-11 08:31:39,38
83,73,2017-5-11 08:29:50,2017-05-11 08:30:01,11
87,75,2017-5-11 08:29:00,2017-05-11 08:29:41,41
57,61,2017-5-11 08:28:46,2017-05-11 08:29:25,39
83,74,2017-5-11 08:28:34,2017-05-11 08:29:12,38
87,74,2017-5-11 08:28:48,2017-05-11 08:28:56,8
87,73,2017-5-11 08:28:36,2017-05-11 08:28:44,8
87,72,2017-5-11 08:28:03,2017-05-11 08:28:30,27
20,74,2017-5-11 08:27:49,2017-05-11 08:28:09,20
87,71,2017-5-11 08:27:23,2017-05-11 08:27:55,32
87,70,2017-5-11 08:26:42,2017-05-11 08:27:15,33
20,68,2017-5-11 08:24:41,2017-05-11 08:27:10,149
44,63,2017-5-11 08:26:18,2017-05-11 08:26:52,34
8,65,2017-5-11 08:22:44,2017-05-11 08:26:43,239
87,69,2017-5-11 08:24:32,2017-05-11 08:26:24,112
59,74,2017-5-11 08:24:47,2017-05-11 08:25:00,13
75,73,2017-5-11 08:24:03,2017-05-11 08:24:52,49
59,73,2017-5-11 08:24:32,2017-05-11 08:24:41,9
59,72,2017-5-11 08:22:06,2017-05-11 08:24:27,141
87,68,2017-5-11 08:23:40,2017-05-11 08:24:26,46
75,74,2017-5-11 08:22:49,2017-05-11 08:23:35,46
87,67,2017-5-11 08:15:15,2017-05-11 08:22:50,455
62,70,2017-5-11 08:22:19,2017-05-11 08:22:38,19
8,64,2017-5-11 08:19:30,2017-05-11 08:22:36,186
75,72,2017-5-11 08:20:58,2017-05-11 08:22:14,76
62,71,2017-5-11 08:20:55,2017-05-11 08:22:10,75
59,71,2017-5-11 08:21:45,2017-05-11 08:22:01,16
59,70,2017-5-11 08:20:53,2017-05-11 08:21:38,45
62,72,2017-5-11 08:19:36,2017-05-11 08:20:48,72
59,69,2017-5-11 08:16:32,2017-05-11 08:20:47,255
75,71,2017-5-11 08:20:17,2017-05-11 08:20:38,21
56,75,2017-5-11 08:16:16,2017-05-11 08:20:15,239
75,70,2017-5-11 08:10:00,2017-05-11 08:19:57,597
62,73,2017-5-11 08:19:06,2017-05-11 08:19:24,18
8,63,2017-5-11 08:13:21,2017-05-11 08:19:18,357
62,75,2017-5-11 08:18:30,2017-05-11 08:19:03,33
69,64,2017-5-11 08:16:42,2017-05-11 08:18:21,99
23,72,2017-5-11 08:16:32,2017-05-11 08:16:46,14
69,74,2017-5-11 08:16:14,2017-05-11 08:16:34,20
23,73,2017-5-11 08:16:22,2017-05-11 08:16:28,6
59,68,2017-5-11 08:15:42,2017-05-11 08:16:27,45
23,74,2017-5-11 08:16:06,2017-05-11 08:16:16,10
69,73,2017-5-11 08:15:56,2017-05-11 08:16:09,13
56,74,2017-5-11 08:15:34,2017-05-11 08:16:06,32
69,72,2017-5-11 08:15:11,2017-05-11 08:15:51,40
59,67,2017-5-11 08:13:06,2017-05-11 08:15:36,150
56,73,2017-5-11 08:15:12,2017-05-11 08:15:26,14
23,75,2017-5-11 08:14:39,2017-05-11 08:15:08,29
56,72,2017-5-11 08:14:39,2017-05-11 08:15:04,25
19,64,2017-5-11 08:10:37,2017-05-11 08:14:54,257
62,16,2017-5-11 08:13:40,2017-05-11 08:14:04,24
56,71,2017-5-11 08:13:19,2017-05-11 08:14:00,41
69,71,2017-5-11 08:13:20,2017-05-11 08:13:45,25
62,15,2017-5-11 08:13:12,2017-05-11 08:13:25,13
87,66,2017-5-11 08:08:48,2017-05-11 08:13:17,269
69,70,2017-5-11 08:13:03,2017-05-11 08:13:14,11
23,71,2017-5-11 08:12:54,2017-05-11 08:13:13,19
56,70,2017-5-11 08:12:50,2017-05-11 08:13:10,20
59,75,2017-5-11 08:12:56,2017-05-11 08:13:00,4
59,66,2017-5-11 08:10:05,2017-05-11 08:12:48,163
23,70,2017-5-11 08:12:38,2017-05-11 08:12:48,10
23,68,2017-5-11 08:11:56,2017-05-11 08:12:33,37
23,67,2017-5-11 08:06:40,2017-05-11 08:11:49,309
43,74,2017-5-11 08:11:20,2017-05-11 08:11:46,26
43,73,2017-5-11 08:11:02,2017-05-11 08:11:15,13
43,71,2017-5-11 08:10:32,2017-05-11 08:10:52,20
39,74,2017-5-11 08:10:15,2017-05-11 08:10:41,26
19,63,2017-5-11 08:02:15,2017-05-11 08:10:30,495
43,70,2017-5-11 08:10:15,2017-05-11 08:10:27,12
62,74,2017-5-11 08:09:52,2017-05-11 08:10:12,20
43,69,2017-5-11 08:07:04,2017-05-11 08:10:09,185
20,67,2017-5-11 07:55:06,2017-05-11 08:10:06,900
39,73,2017-5-11 08:09:52,2017-05-11 08:10:05,13
59,65,2017-5-11 08:06:57,2017-05-11 08:09:59,182
8,67,2017-5-11 08:06:15,2017-05-11 08:09:54,219
39,72,2017-5-11 08:08:47,2017-05-11 08:09:32,45
87,65,2017-5-11 08:06:55,2017-05-11 08:08:40,105
39,71,2017-5-11 08:07:06,2017-05-11 08:08:05,59
41,63,2017-5-11 08:06:55,2017-05-11 08:07:46,51
43,68,2017-5-11 08:05:57,2017-05-11 08:06:58,61
39,70,2017-5-11 08:06:36,2017-05-11 08:06:56,20
87,64,2017-5-11 08:03:19,2017-05-11 08:05:51,152
87,64,2017-5-11 08:05:57,2017-05-11 08:06:43,46
23,66,2017-5-11 07:48:58,2017-05-11 08:06:31,1053
39,69,2017-5-11 08:00:59,2017-05-11 08:06:04,305
43,72,2017-5-11 07:54:04,2017-05-11 08:05:49,705
69,69,2017-5-11 07:58:40,2017-05-11 08:05:17,397
52,63,2017-5-11 08:03:18,2017-05-11 08:05:05,107
46,75,2017-5-11 08:04:25,2017-05-11 08:04:43,18
71,74,2017-5-11 08:04:00,2017-05-11 08:04:18,18
8,75,2017-5-11 08:03:26,2017-05-11 08:04:06,40
16,69,2017-5-11 08:01:40,2017-05-11 08:03:56,136
71,73,2017-5-11 08:03:39,2017-05-11 08:03:52,13
71,72,2017-5-11 08:02:37,2017-05-11 08:03:13,36
75,69,2017-5-11 07:54:34,2017-05-11 08:03:12,518
87,63,2017-5-11 08:00:06,2017-05-11 08:03:11,185
52,62,2017-5-11 08:02:35,2017-05-11 08:03:11,36
71,71,2017-5-11 08:01:59,2017-05-11 08:02:28,29
52,64,2017-5-11 07:56:38,2017-05-11 08:02:22,344
19,62,2017-5-11 07:59:25,2017-05-11 08:02:07,162
74,68,2017-5-11 08:01:22,2017-05-11 08:01:56,34
38,75,2017-5-11 08:01:12,2017-05-11 08:01:36,24
38,75,2017-5-11 08:01:41,2017-05-11 08:01:44,3
38,75,2017-5-11 08:01:49,2017-05-11 08:01:51,2
74,69,2017-5-11 08:00:04,2017-05-11 08:01:18,74
38,74,2017-5-11 08:00:45,2017-05-11 08:01:07,22
39,68,2017-5-11 07:57:51,2017-05-11 08:00:43,172
38,73,2017-5-11 08:00:29,2017-05-11 08:00:41,12
59,64,2017-5-11 07:46:32,2017-05-11 08:00:25,833
38,72,2017-5-11 07:59:52,2017-05-11 08:00:23,31
87,62,2017-5-11 07:59:43,2017-05-11 08:00:00,17
38,71,2017-5-11 07:59:42,2017-05-11 07:59:48,6
58,73,2017-5-11 07:55:04,2017-05-11 07:59:37,273
87,61,2017-5-11 07:56:04,2017-05-11 07:59:35,211
19,65,2017-5-11 07:58:18,2017-05-11 07:59:19,61
38,70,2017-5-11 07:57:49,2017-05-11 07:58:25,36
38,70,2017-5-11 07:58:37,2017-05-11 07:58:47,10
38,70,2017-5-11 07:58:57,2017-05-11 07:59:07,10
38,70,2017-5-11 07:59:11,2017-05-11 07:59:14,3
71,70,2017-5-11 07:58:31,2017-05-11 07:58:51,20
69,68,2017-5-11 07:56:14,2017-05-11 07:58:34,140
71,69,2017-5-11 07:57:13,2017-05-11 07:58:22,69
19,66,2017-5-11 07:53:01,2017-05-11 07:58:13,312
57,72,2017-5-11 07:57:14,2017-05-11 07:57:51,37
38,69,2017-5-11 07:55:00,2017-05-11 07:57:45,165
39,75,2017-5-11 07:54:06,2017-05-11 07:57:29,203
16,67,2017-5-11 07:57:17,2017-05-11 07:57:26,9
57,71,2017-5-11 07:56:33,2017-05-11 07:56:53,20
52,65,2017-5-11 07:55:17,2017-05-11 07:56:30,73
69,66,2017-5-11 07:48:38,2017-05-11 07:56:08,450
57,70,2017-5-11 07:55:43,2017-05-11 07:56:04,21
87,60,2017-5-11 07:54:55,2017-05-11 07:55:57,62
