学生序号,题号,Activity时间,Answer时间,时间差
68,96,2017-6-8 09:49:45,2017-06-08 09:50:23,38
68,104,2017-6-8 09:47:50,2017-06-08 09:49:05,75
68,103,2017-6-8 09:47:10,2017-06-08 09:47:33,23
68,102,2017-6-8 09:42:10,2017-06-08 09:45:16,186
68,101,2017-6-8 09:38:40,2017-06-08 09:39:54,74
81,101,2017-6-8 09:12:19,2017-06-08 09:12:40,21
83,102,2017-6-8 09:09:03,2017-06-08 09:09:25,22
83,101,2017-6-8 09:07:40,2017-06-08 09:07:58,18
46,20,2017-6-8 09:06:53,2017-06-08 09:07:53,60
81,100,2017-6-8 09:06:34,2017-06-08 09:07:01,27
46,16,2017-6-8 09:06:22,2017-06-08 09:06:42,20
83,100,2017-6-8 09:06:25,2017-06-08 09:06:41,16
69,98,2017-6-8 09:04:48,2017-06-08 09:05:35,47
69,99,2017-6-8 08:57:13,2017-06-08 09:04:41,448
83,99,2017-6-8 09:03:37,2017-06-08 09:04:07,30
15,101,2017-6-8 08:59:55,2017-06-08 09:01:07,72
83,98,2017-6-8 08:58:36,2017-06-08 09:00:49,133
81,99,2017-6-8 08:59:49,2017-06-08 09:00:21,32
56,104,2017-6-8 08:56:58,2017-06-08 09:00:20,202
15,100,2017-6-8 08:59:20,2017-06-08 08:59:50,30
81,98,2017-6-8 08:58:41,2017-06-08 08:59:21,40
15,99,2017-6-8 08:57:25,2017-06-08 08:57:54,29
30,104,2017-6-8 08:50:06,2017-06-08 08:54:50,284
30,104,2017-6-8 08:55:49,2017-06-08 08:57:13,84
15,98,2017-6-8 08:55:31,2017-06-08 08:57:11,100
69,100,2017-6-8 08:56:54,2017-06-08 08:57:08,14
56,103,2017-6-8 08:43:36,2017-06-08 08:56:51,795
69,101,2017-6-8 08:56:29,2017-06-08 08:56:49,20
69,102,2017-6-8 08:56:19,2017-06-08 08:56:24,5
8,95,2017-6-8 08:45:41,2017-06-08 08:55:32,591
15,97,2017-6-8 08:54:10,2017-06-08 08:54:34,24
67,98,2017-6-8 08:50:10,2017-06-08 08:53:53,223
69,103,2017-6-8 08:52:03,2017-06-08 08:53:13,70
15,96,2017-6-8 08:48:16,2017-06-08 08:53:04,288
77,96,2017-6-8 08:49:49,2017-06-08 08:53:04,195
57,103,2017-6-8 08:47:10,2017-06-08 08:52:54,344
30,103,2017-6-8 08:40:31,2017-06-08 08:49:28,537
30,103,2017-6-8 08:49:44,2017-06-08 08:49:55,11
77,95,2017-6-8 08:46:34,2017-06-08 08:49:43,189
67,99,2017-6-8 08:47:38,2017-06-08 08:49:08,90
19,98,2017-6-8 08:47:27,2017-06-08 08:48:28,61
19,98,2017-6-8 08:48:45,2017-06-08 08:48:49,4
67,100,2017-6-8 08:47:18,2017-06-08 08:47:33,15
67,101,2017-6-8 08:45:27,2017-06-08 08:46:56,89
15,95,2017-6-8 08:46:24,2017-06-08 08:46:48,24
15,94,2017-6-8 08:45:54,2017-06-08 08:46:03,9
77,94,2017-6-8 08:34:43,2017-06-08 08:45:26,643
23,102,2017-6-8 08:42:57,2017-06-08 08:44:52,115
19,99,2017-6-8 08:30:48,2017-06-08 08:43:53,785
19,99,2017-6-8 08:43:56,2017-06-08 08:44:38,42
49,20,2017-6-8 08:41:30,2017-06-08 08:44:11,161
67,102,2017-6-8 08:43:01,2017-06-08 08:44:01,60
56,102,2017-6-8 08:42:36,2017-06-08 08:43:30,54
67,103,2017-6-8 08:34:44,2017-06-08 08:42:56,492
23,101,2017-6-8 08:32:14,2017-06-08 08:42:27,613
56,101,2017-6-8 08:37:48,2017-06-08 08:40:43,175
57,101,2017-6-8 08:33:25,2017-06-08 08:40:15,410
30,102,2017-6-8 08:28:48,2017-06-08 08:39:53,665
56,100,2017-6-8 08:36:54,2017-06-08 08:37:43,49
56,99,2017-6-8 08:32:41,2017-06-08 08:36:48,247
8,104,2017-6-8 08:23:43,2017-06-08 08:34:15,632
67,104,2017-6-8 08:31:49,2017-06-08 08:34:15,146
57,100,2017-6-8 08:33:08,2017-06-08 08:33:18,10
66,77,2017-6-8 08:31:37,2017-06-08 08:33:00,83
56,98,2017-6-8 08:29:18,2017-06-08 08:32:35,197
23,100,2017-6-8 08:31:38,2017-06-08 08:32:08,30
23,99,2017-6-8 08:29:48,2017-06-08 08:31:33,105
57,99,2017-6-8 08:22:27,2017-06-08 08:31:07,520
19,100,2017-6-8 08:29:24,2017-06-08 08:30:44,80
23,98,2017-6-8 08:27:15,2017-06-08 08:29:43,148
41,103,2017-6-8 08:20:15,2017-06-08 08:28:19,484
23,97,2017-6-8 08:21:42,2017-06-08 08:25:19,217
23,97,2017-6-8 08:25:38,2017-06-08 08:25:50,12
49,103,2017-6-8 08:21:32,2017-06-08 08:23:36,124
49,103,2017-6-8 08:24:33,2017-06-08 08:25:13,40
22,86,2017-5-25 07:59:20,2017-05-25 08:02:16,176
22,86,2017-5-29 12:27:42,2017-05-29 12:28:25,43
22,86,2017-6-8 08:22:32,2017-06-08 08:23:02,30
22,86,2017-6-8 08:23:16,2017-06-08 08:23:19,3
8,103,2017-6-8 08:13:57,2017-06-08 08:21:26,449
8,103,2017-6-8 08:21:45,2017-06-08 08:22:49,64
22,88,2017-5-25 07:47:08,2017-05-25 07:55:53,525
22,88,2017-5-29 12:26:54,2017-05-29 12:27:35,41
22,88,2017-6-8 08:22:07,2017-06-08 08:22:26,19
57,98,2017-6-8 08:14:39,2017-06-08 08:22:18,459
36,103,2017-6-8 08:21:12,2017-06-08 08:21:15,3
81,104,2017-6-8 08:20:05,2017-06-08 08:21:01,56
36,102,2017-6-8 08:20:01,2017-06-08 08:21:01,60
49,102,2017-6-8 08:14:08,2017-06-08 08:20:05,357
38,104,2017-6-8 07:57:04,2017-06-08 07:59:04,120
38,104,2017-6-8 08:19:35,2017-06-08 08:19:42,7
38,104,2017-6-8 08:19:58,2017-06-08 08:20:01,3
41,102,2017-6-8 08:17:03,2017-06-08 08:19:26,143
19,101,2017-6-8 08:18:08,2017-06-08 08:19:02,54
36,96,2017-6-1 10:18:39,2017-06-01 10:19:07,28
36,96,2017-6-8 08:17:11,2017-06-08 08:18:58,107
22,91,2017-5-29 12:24:28,2017-05-29 12:26:46,138
22,91,2017-6-1 07:52:51,2017-06-01 07:54:26,95
22,91,2017-6-8 08:17:14,2017-06-08 08:18:40,86
23,96,2017-6-8 08:12:53,2017-06-08 08:16:53,240
23,96,2017-6-8 08:17:27,2017-06-08 08:18:32,65
80,101,2017-6-8 08:16:51,2017-06-08 08:17:05,14
83,103,2017-6-8 08:14:09,2017-06-08 08:16:37,148
22,94,2017-5-29 12:16:25,2017-05-29 12:22:29,364
22,94,2017-6-8 08:13:56,2017-06-08 08:15:53,117
58,98,2017-6-8 08:14:10,2017-06-08 08:15:32,82
48,104,2017-6-8 08:11:58,2017-06-08 08:15:10,192
80,100,2017-6-8 08:13:48,2017-06-08 08:14:57,69
21,104,2017-6-8 08:12:18,2017-06-08 08:14:26,128
58,99,2017-6-8 08:11:49,2017-06-08 08:14:00,131
71,101,2017-6-8 08:09:59,2017-06-08 08:13:37,218
79,104,2017-6-8 08:11:58,2017-06-08 08:13:16,78
36,104,2017-6-8 08:12:31,2017-06-08 08:13:16,45
57,97,2017-6-1 07:38:48,2017-06-01 07:40:05,77
57,97,2017-6-1 07:40:07,2017-06-01 07:40:28,21
57,97,2017-6-8 08:13:01,2017-06-08 08:13:10,9
22,98,2017-6-8 08:09:35,2017-06-08 08:12:50,195
57,96,2017-6-1 07:41:03,2017-06-01 07:41:41,38
57,96,2017-6-1 07:41:43,2017-06-01 07:42:06,23
57,96,2017-6-8 08:11:06,2017-06-08 08:12:40,94
23,95,2017-6-8 08:06:35,2017-06-08 08:12:05,330
39,103,2017-6-8 08:08:12,2017-06-08 08:11:53,221
58,100,2017-6-8 08:07:23,2017-06-08 08:11:42,259
19,102,2017-6-8 08:08:43,2017-06-08 08:11:15,152
48,103,2017-6-8 07:59:24,2017-06-08 08:10:59,695
16,103,2017-6-8 08:04:36,2017-06-08 08:10:23,347
54,20,2017-6-1 07:40:12,2017-06-01 07:45:59,347
54,20,2017-6-8 08:09:46,2017-06-08 08:10:20,34
71,98,2017-6-8 08:09:07,2017-06-08 08:09:53,46
54,104,2017-6-8 08:01:32,2017-06-08 08:09:35,483
22,99,2017-6-8 08:08:13,2017-06-08 08:09:31,78
66,104,2017-6-8 08:08:10,2017-06-08 08:09:25,75
71,99,2017-6-8 08:06:48,2017-06-08 08:09:01,133
57,95,2017-6-1 07:57:01,2017-06-01 07:57:22,21
57,95,2017-6-1 07:57:29,2017-06-01 07:58:32,63
57,95,2017-6-8 08:06:07,2017-06-08 08:08:59,172
22,100,2017-6-8 08:04:03,2017-06-08 08:08:09,246
39,102,2017-6-8 08:04:13,2017-06-08 08:07:29,196
58,101,2017-6-8 08:03:57,2017-06-08 08:07:13,196
66,103,2017-6-8 08:06:25,2017-06-08 08:07:11,46
41,101,2017-6-8 08:05:43,2017-06-08 08:06:48,65
20,98,2017-6-8 08:06:02,2017-06-08 08:06:46,44
9,104,2017-6-8 07:57:04,2017-06-08 08:06:41,577
71,100,2017-6-8 08:06:24,2017-06-08 08:06:41,17
23,94,2017-6-8 08:00:55,2017-06-08 08:06:27,332
79,103,2017-6-8 08:04:34,2017-06-08 08:05:50,76
19,103,2017-6-8 08:05:24,2017-06-08 08:05:43,19
52,103,2017-6-8 08:00:33,2017-06-08 08:05:28,295
21,102,2017-6-8 08:04:16,2017-06-08 08:05:19,63
80,102,2017-6-8 08:03:01,2017-06-08 08:05:19,138
66,102,2017-6-8 08:04:31,2017-06-08 08:05:14,43
57,104,2017-6-8 08:04:03,2017-06-08 08:04:50,47
16,102,2017-6-8 07:59:55,2017-06-08 08:04:30,275
79,102,2017-6-8 08:04:02,2017-06-08 08:04:29,27
21,103,2017-6-8 08:04:08,2017-06-08 08:04:11,3
39,101,2017-6-8 08:01:19,2017-06-08 08:04:05,166
66,101,2017-6-8 08:03:22,2017-06-08 08:03:57,35
22,101,2017-6-8 07:56:36,2017-06-08 08:03:56,440
79,101,2017-6-8 08:02:24,2017-06-08 08:03:39,75
31,103,2017-6-8 08:02:39,2017-06-08 08:03:24,45
59,104,2017-6-8 08:03:13,2017-06-08 08:03:21,8
66,100,2017-6-8 08:02:45,2017-06-08 08:03:09,24
59,103,2017-6-8 08:02:23,2017-06-08 08:03:09,46
71,102,2017-6-8 08:02:05,2017-06-08 08:03:06,61
49,101,2017-6-8 08:01:14,2017-06-08 08:02:08,54
49,101,2017-6-8 08:02:34,2017-06-08 08:03:01,27
80,99,2017-6-8 08:02:36,2017-06-08 08:02:53,17
80,103,2017-6-8 08:01:25,2017-06-08 08:02:22,57
79,100,2017-6-8 08:02:00,2017-06-08 08:02:19,19
59,102,2017-6-8 07:59:22,2017-06-08 08:02:17,175
20,101,2017-6-8 08:01:38,2017-06-08 08:02:14,36
58,102,2017-6-8 07:58:35,2017-06-08 08:02:13,218
66,99,2017-6-8 07:59:54,2017-06-08 08:02:09,135
79,99,2017-6-8 07:45:58,2017-06-08 08:01:53,955
71,104,2017-6-8 08:01:11,2017-06-08 08:01:50,39
20,102,2017-6-8 08:00:21,2017-06-08 08:01:28,67
54,103,2017-6-8 07:57:56,2017-06-08 08:01:25,209
80,98,2017-6-8 07:48:43,2017-06-08 08:01:11,748
39,100,2017-6-8 07:59:33,2017-06-08 08:01:11,98
49,100,2017-6-8 08:00:18,2017-06-08 08:01:05,47
71,103,2017-6-8 08:00:17,2017-06-08 08:00:41,24
33,99,2017-6-8 07:59:37,2017-06-08 08:00:30,53
52,102,2017-6-8 07:59:33,2017-06-08 08:00:27,54
74,98,2017-6-8 07:58:54,2017-06-08 08:00:14,80
49,99,2017-6-8 07:57:50,2017-06-08 08:00:10,140
66,98,2017-6-8 07:59:08,2017-06-08 07:59:47,39
23,103,2017-6-8 07:56:53,2017-06-08 07:59:43,170
38,103,2017-6-8 07:50:53,2017-06-08 07:53:27,154
38,103,2017-6-8 07:59:25,2017-06-08 07:59:29,4
38,103,2017-6-8 07:59:32,2017-06-08 07:59:34,2
33,98,2017-6-8 07:58:45,2017-06-08 07:59:32,47
34,102,2017-6-8 07:57:17,2017-06-08 07:59:29,132
38,102,2017-6-8 07:48:50,2017-06-08 07:50:07,77
38,102,2017-6-8 07:50:32,2017-06-08 07:50:48,16
38,102,2017-6-8 07:59:11,2017-06-08 07:59:14,3
38,102,2017-6-8 07:59:19,2017-06-08 07:59:21,2
52,101,2017-6-8 07:56:50,2017-06-08 07:59:15,145
59,101,2017-6-8 07:58:22,2017-06-08 07:59:10,48
66,97,2017-6-8 07:58:30,2017-06-08 07:59:01,31
31,102,2017-6-8 07:58:06,2017-06-08 07:58:54,48
39,99,2017-6-8 07:57:28,2017-06-08 07:58:43,75
33,97,2017-6-8 07:58:16,2017-06-08 07:58:38,22
21,101,2017-6-8 07:49:18,2017-06-08 07:58:30,552
58,103,2017-6-8 07:55:09,2017-06-08 07:58:27,198
66,96,2017-6-8 07:58:03,2017-06-08 07:58:24,21
46,104,2017-6-8 07:56:09,2017-06-08 07:58:21,132
41,100,2017-6-8 07:55:41,2017-06-08 07:58:18,157
59,100,2017-6-8 07:57:43,2017-06-08 07:58:13,30
48,102,2017-6-8 07:57:14,2017-06-08 07:58:11,57
35,104,2017-6-8 07:49:36,2017-06-08 07:58:07,511
16,101,2017-6-8 07:52:18,2017-06-08 07:57:57,339
84,103,2017-6-8 07:55:31,2017-06-08 07:57:56,145
34,103,2017-6-8 07:57:18,2017-06-08 07:57:52,34
49,98,2017-6-8 07:54:35,2017-06-08 07:57:41,186
59,99,2017-6-8 07:56:15,2017-06-08 07:57:32,77
33,96,2017-6-8 07:56:29,2017-06-08 07:57:31,62
54,102,2017-6-8 07:54:28,2017-06-08 07:57:30,182
83,104,2017-6-8 07:49:40,2017-06-08 07:57:29,469
74,104,2017-6-8 07:41:28,2017-06-08 07:43:05,97
74,104,2017-6-8 07:56:38,2017-06-08 07:56:47,9
74,104,2017-6-8 07:57:02,2017-06-08 07:57:20,18
36,101,2017-6-8 07:56:39,2017-06-08 07:57:12,33
70,103,2017-6-8 07:56:17,2017-06-08 07:57:08,51
30,101,2017-6-8 07:55:57,2017-06-08 07:57:03,66
52,100,2017-6-8 07:54:06,2017-06-08 07:56:44,158
23,93,2017-6-8 07:55:52,2017-06-08 07:56:42,50
36,100,2017-6-8 07:56:15,2017-06-08 07:56:31,16
22,102,2017-6-8 07:54:09,2017-06-08 07:56:31,142
34,101,2017-6-8 07:55:11,2017-06-08 07:56:24,73
59,98,2017-6-8 07:38:28,2017-06-08 07:56:10,1062
48,101,2017-6-8 07:55:15,2017-06-08 07:56:08,53
33,100,2017-6-8 07:55:46,2017-06-08 07:56:08,22
66,95,2017-6-8 07:55:13,2017-06-08 07:55:56,43
30,100,2017-6-8 07:55:26,2017-06-08 07:55:48,22
39,98,2017-6-8 07:54:26,2017-06-08 07:55:41,75
33,101,2017-6-8 07:55:00,2017-06-08 07:55:40,40
23,92,2017-6-8 07:55:07,2017-06-08 07:55:34,27
45,101,2017-6-8 07:54:17,2017-06-08 07:55:32,75
84,102,2017-6-8 07:53:41,2017-06-08 07:55:16,95
20,103,2017-6-8 07:46:17,2017-06-08 07:55:15,538
48,100,2017-6-8 07:54:57,2017-06-08 07:55:10,13
70,102,2017-6-8 07:54:19,2017-06-08 07:55:01,42
23,91,2017-6-8 07:48:02,2017-06-08 07:54:59,417
19,104,2017-6-8 07:52:35,2017-06-08 07:54:59,144
33,102,2017-6-8 07:51:29,2017-06-08 07:54:53,204
48,99,2017-6-8 07:53:19,2017-06-08 07:54:52,93
34,100,2017-6-8 07:53:08,2017-06-08 07:54:31,83
46,103,2017-6-8 07:53:09,2017-06-08 07:54:23,74
45,102,2017-6-8 07:53:17,2017-06-08 07:54:11,54
54,101,2017-6-8 07:52:26,2017-06-08 07:54:04,98
52,99,2017-6-8 07:52:49,2017-06-08 07:54:00,71
41,99,2017-6-8 07:51:23,2017-06-08 07:53:59,156
66,94,2017-6-8 07:53:27,2017-06-08 07:53:55,28
66,93,2017-6-8 07:53:01,2017-06-08 07:53:21,20
74,99,2017-6-8 07:52:10,2017-06-08 07:53:16,66
48,98,2017-6-8 07:48:03,2017-06-08 07:53:05,302
46,102,2017-6-8 07:52:20,2017-06-08 07:53:00,40
66,92,2017-6-8 07:52:30,2017-06-08 07:52:56,26
34,99,2017-6-8 07:52:00,2017-06-08 07:52:55,55
52,98,2017-6-8 07:51:49,2017-06-08 07:52:42,53
54,100,2017-6-8 07:50:16,2017-06-08 07:52:17,121
16,100,2017-6-8 07:48:10,2017-06-08 07:52:10,240
84,101,2017-6-8 07:50:04,2017-06-08 07:52:05,121
74,100,2017-6-8 07:50:59,2017-06-08 07:52:04,65
9,102,2017-6-8 07:24:18,2017-06-08 07:24:25,7
45,100,2017-6-8 07:51:15,2017-06-08 07:51:52,37
58,104,2017-6-8 07:39:06,2017-06-08 07:51:50,764
36,99,2017-6-8 07:48:20,2017-06-08 07:51:49,209
52,104,2017-6-8 07:48:27,2017-06-08 07:51:30,183
34,98,2017-6-8 07:40:50,2017-06-08 07:51:27,637
33,103,2017-6-8 07:50:05,2017-06-08 07:51:22,77
77,93,2017-6-8 07:38:01,2017-06-08 07:51:21,800
45,99,2017-6-8 07:44:28,2017-06-08 07:51:08,400
84,100,2017-6-8 07:49:27,2017-06-08 07:49:53,26
70,104,2017-6-8 07:39:21,2017-06-08 07:49:53,632
66,91,2017-6-8 07:48:46,2017-06-08 07:49:19,33
68,100,2017-6-8 07:48:30,2017-06-08 07:49:03,33
73,104,2017-6-8 07:47:16,2017-06-08 07:48:59,103
31,101,2017-6-8 07:48:13,2017-06-08 07:48:52,39
38,101,2017-6-8 07:45:30,2017-06-08 07:46:16,46
38,101,2017-6-8 07:48:34,2017-06-08 07:48:38,4
38,101,2017-6-8 07:48:44,2017-06-08 07:48:46,2
33,95,2017-6-8 07:46:26,2017-06-08 07:48:46,140
66,90,2017-6-8 07:48:23,2017-06-08 07:48:41,18
80,104,2017-6-8 07:46:39,2017-06-08 07:48:33,114
39,104,2017-6-8 07:40:57,2017-06-08 07:48:22,445
36,98,2017-6-8 07:46:49,2017-06-08 07:48:12,83
31,100,2017-6-8 07:47:52,2017-06-08 07:48:07,15
30,99,2017-6-8 07:46:06,2017-06-08 07:48:03,117
16,99,2017-6-8 07:46:38,2017-06-08 07:47:49,71
41,98,2017-6-8 07:46:52,2017-06-08 07:47:36,44
46,101,2017-6-8 07:46:22,2017-06-08 07:47:27,65
15,93,2017-6-8 07:44:58,2017-06-08 07:46:54,116
36,97,2017-6-8 07:46:27,2017-06-08 07:46:42,15
66,89,2017-6-8 07:45:50,2017-06-08 07:46:33,43
23,104,2017-6-8 07:41:46,2017-06-08 07:45:49,243
23,104,2017-6-8 07:46:27,2017-06-08 07:46:32,5
16,98,2017-6-8 07:44:12,2017-06-08 07:46:29,137
84,99,2017-6-8 07:45:34,2017-06-08 07:46:23,49
11,103,2017-6-8 07:43:35,2017-06-08 07:44:31,56
11,103,2017-6-8 07:45:53,2017-06-08 07:46:12,19
30,98,2017-6-8 07:42:31,2017-06-08 07:45:56,205
21,100,2017-6-8 07:45:45,2017-06-08 07:45:55,10
79,98,2017-6-8 07:44:53,2017-06-08 07:45:53,60
18,104,2017-6-8 07:43:48,2017-06-08 07:45:49,121
66,88,2017-6-8 07:42:07,2017-06-08 07:45:42,215
49,104,2017-6-8 07:25:26,2017-06-08 07:45:31,1205
38,100,2017-6-8 07:45:14,2017-06-08 07:45:25,11
84,98,2017-6-8 07:43:39,2017-06-08 07:45:22,103
53,104,2017-6-8 07:43:34,2017-06-08 07:45:19,105
38,99,2017-6-8 07:43:58,2017-06-08 07:45:10,72
33,104,2017-6-8 07:35:25,2017-06-08 07:44:49,564
54,99,2017-6-8 07:23:34,2017-06-08 07:44:49,1275
32,103,2017-6-8 07:44:14,2017-06-08 07:44:48,34
45,98,2017-6-8 07:42:41,2017-06-08 07:44:20,99
32,102,2017-6-8 07:43:21,2017-06-08 07:44:06,45
16,104,2017-6-8 07:39:33,2017-06-08 07:44:05,272
15,92,2017-6-8 07:43:36,2017-06-08 07:43:56,20
38,98,2017-6-8 07:27:01,2017-06-08 07:43:54,1013
20,104,2017-6-8 07:38:53,2017-06-08 07:43:42,289
18,103,2017-6-8 07:37:11,2017-06-08 07:43:41,390
46,100,2017-6-8 07:43:16,2017-06-08 07:43:35,19
84,104,2017-6-8 07:36:38,2017-06-08 07:43:35,417
32,101,2017-6-8 07:42:08,2017-06-08 07:43:14,66
46,99,2017-6-8 07:42:25,2017-06-08 07:43:08,43
11,102,2017-6-8 07:42:01,2017-06-08 07:42:57,56
32,100,2017-6-8 07:41:51,2017-06-08 07:42:04,13
66,87,2017-6-8 07:41:55,2017-06-08 07:42:01,6
46,98,2017-6-8 07:41:15,2017-06-08 07:42:00,45
11,101,2017-6-8 07:40:30,2017-06-08 07:41:22,52
32,99,2017-6-8 07:40:18,2017-06-08 07:41:03,45
30,96,2017-6-8 07:40:04,2017-06-08 07:40:57,53
34,104,2017-6-8 07:39:08,2017-06-08 07:40:33,85
11,100,2017-6-8 07:40:05,2017-06-08 07:40:25,20
45,103,2017-6-8 07:39:18,2017-06-08 07:40:21,63
31,99,2017-6-8 07:39:03,2017-06-08 07:40:00,57
68,99,2017-6-8 07:38:47,2017-06-08 07:40:00,73
11,99,2017-6-8 07:38:23,2017-06-08 07:39:58,95
12,104,2017-6-8 07:39:10,2017-06-08 07:39:50,40
21,99,2017-6-8 07:38:55,2017-06-08 07:39:43,48
32,104,2017-6-8 07:38:00,2017-06-08 07:39:09,69
12,103,2017-6-8 07:38:28,2017-06-08 07:39:04,36
45,104,2017-6-8 07:22:22,2017-06-08 07:38:57,995
31,98,2017-6-8 07:38:36,2017-06-08 07:38:56,20
21,98,2017-6-8 07:27:52,2017-06-08 07:38:40,648
68,98,2017-6-8 07:26:13,2017-06-08 07:38:34,741
12,102,2017-6-8 07:25:22,2017-06-08 07:38:21,779
66,86,2017-6-8 07:37:29,2017-06-08 07:38:21,52
11,98,2017-6-8 07:37:35,2017-06-08 07:38:17,42
32,98,2017-6-8 07:37:12,2017-06-08 07:37:58,46
31,104,2017-6-8 07:26:15,2017-06-08 07:37:52,697
41,104,2017-6-8 07:21:16,2017-06-08 07:37:34,978
18,102,2017-6-8 07:36:13,2017-06-08 07:36:58,45
66,85,2017-6-8 07:36:44,2017-06-08 07:36:56,12
66,84,2017-6-8 07:34:30,2017-06-08 07:36:31,121
13,104,2017-6-8 07:21:58,2017-06-08 07:31:26,568
18,101,2017-6-8 07:23:36,2017-06-08 07:26:24,168
73,101,2017-6-8 07:24:26,2017-06-08 07:25:41,75
68,97,2017-6-8 07:24:16,2017-06-08 07:25:04,48
73,100,2017-6-8 07:23:37,2017-06-08 07:24:18,41
74,101,2017-6-8 05:34:44,2017-06-08 05:36:00,76
74,101,2017-6-8 07:23:25,2017-06-08 07:23:35,10
18,100,2017-6-8 07:23:08,2017-06-08 07:23:29,21
54,98,2017-6-8 07:22:25,2017-06-08 07:23:25,60
18,99,2017-6-8 07:22:11,2017-06-08 07:22:59,48
18,98,2017-6-8 07:21:31,2017-06-08 07:22:03,32
11,104,2017-6-8 07:20:16,2017-06-08 07:22:00,104
9,101,2017-6-8 05:51:52,2017-06-08 05:55:11,199
9,100,2017-6-8 05:49:59,2017-06-08 05:51:40,101
64,102,2017-6-8 05:49:21,2017-06-08 05:50:20,59
64,101,2017-6-8 05:47:11,2017-06-08 05:49:13,122
65,103,2017-6-8 05:47:52,2017-06-08 05:49:05,73
64,100,2017-6-8 05:45:22,2017-06-08 05:47:00,98
82,102,2017-6-8 05:44:11,2017-06-08 05:44:53,42
65,102,2017-6-8 05:43:20,2017-06-08 05:44:36,76
64,99,2017-6-8 05:43:42,2017-06-08 05:44:28,46
82,101,2017-6-8 05:43:06,2017-06-08 05:44:02,56
9,99,2017-6-8 05:41:40,2017-06-08 05:43:14,94
65,101,2017-6-8 05:40:37,2017-06-08 05:42:00,83
82,100,2017-6-8 05:41:28,2017-06-08 05:41:50,22
64,98,2017-6-8 05:39:24,2017-06-08 05:41:44,140
9,103,2017-6-8 05:37:27,2017-06-08 05:39:37,130
9,103,2017-6-8 05:40:18,2017-06-08 05:40:50,32
82,99,2017-6-8 05:39:39,2017-06-08 05:40:28,49
65,100,2017-6-8 05:40:02,2017-06-08 05:40:23,21
82,98,2017-6-8 05:38:38,2017-06-08 05:39:24,46
64,97,2017-6-8 05:37:38,2017-06-08 05:38:52,74
65,99,2017-6-8 05:37:25,2017-06-08 05:38:26,61
82,97,2017-6-8 05:37:13,2017-06-08 05:38:24,71
63,102,2017-6-8 05:35:49,2017-06-08 05:37:07,78
65,98,2017-6-8 05:35:49,2017-06-08 05:36:58,69
82,103,2017-6-8 05:35:38,2017-06-08 05:36:52,74
63,101,2017-6-8 05:32:45,2017-06-08 05:35:33,168
65,97,2017-6-8 05:35:13,2017-06-08 05:35:31,18
63,100,2017-6-8 05:32:11,2017-06-08 05:32:38,27
63,99,2017-6-8 05:30:43,2017-06-08 05:31:50,67
63,98,2017-6-8 05:29:32,2017-06-08 05:30:10,38
63,97,2017-6-8 05:29:12,2017-06-08 05:29:22,10
63,103,2017-6-8 05:27:49,2017-06-08 05:28:13,24
63,103,2017-6-8 05:28:29,2017-06-08 05:29:00,31
74,102,2017-6-8 05:24:34,2017-06-08 05:26:32,118
74,103,2017-6-8 05:20:14,2017-06-08 05:22:50,156
35,103,2017-6-7 15:23:56,2017-06-07 15:25:13,77
25,103,2017-6-7 13:13:18,2017-06-07 13:14:20,62
25,103,2017-6-7 13:15:55,2017-06-07 13:16:26,31
53,103,2017-6-7 09:01:19,2017-06-07 09:02:37,78
53,102,2017-6-7 09:00:21,2017-06-07 09:01:08,47
53,101,2017-6-7 08:57:37,2017-06-07 08:59:43,126
53,100,2017-6-7 08:57:08,2017-06-07 08:57:20,12
53,99,2017-6-7 08:52:53,2017-06-07 08:56:48,235
53,98,2017-6-7 08:51:42,2017-06-07 08:52:40,58
13,103,2017-6-7 08:43:49,2017-06-07 08:44:49,60
28,101,2017-6-6 13:33:03,2017-06-06 13:34:30,87
28,102,2017-6-6 13:32:03,2017-06-06 13:32:56,53
77,92,2017-6-6 11:23:06,2017-06-06 11:24:27,81
77,91,2017-6-6 11:20:50,2017-06-06 11:21:45,55
77,90,2017-6-6 11:15:00,2017-06-06 11:17:09,129
77,89,2017-6-6 11:14:39,2017-06-06 11:14:53,14
77,102,2017-6-6 11:10:01,2017-06-06 11:14:30,269
35,101,2017-6-6 10:07:05,2017-06-06 10:14:44,459
13,102,2017-6-6 09:26:53,2017-06-06 09:30:24,211
13,101,2017-6-6 09:25:01,2017-06-06 09:26:52,111
13,100,2017-6-6 09:24:23,2017-06-06 09:24:52,29
13,99,2017-6-6 09:24:08,2017-06-06 09:24:16,8
13,98,2017-6-6 09:22:14,2017-06-06 09:23:58,104
35,102,2017-6-6 09:13:02,2017-06-06 09:20:14,432
26,102,2017-6-6 08:28:02,2017-06-06 08:29:17,75
26,101,2017-6-6 08:21:54,2017-06-06 08:25:36,222
26,100,2017-6-6 08:21:08,2017-06-06 08:21:26,18
12,101,2017-6-6 07:39:08,2017-06-06 07:40:14,66
25,100,2017-6-6 06:56:11,2017-06-06 06:56:37,26
25,99,2017-6-6 06:50:45,2017-06-06 06:55:02,257
25,101,2017-6-6 06:47:49,2017-06-06 06:50:12,143
70,100,2017-6-6 02:16:46,2017-06-06 02:17:28,42
70,101,2017-6-6 02:12:17,2017-06-06 02:14:02,105
43,101,2017-6-5 14:09:21,2017-06-05 14:10:54,93
